Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Jan 1, 2019",Dieter Villalpando,27,Central Midfield,Mexico,"
Necaxa ", Liga MX Clausura ,"
Chivas ",,"1,20 mil. €","3,52 mil. €"
"Jan 1, 2019",Yoshimar Yotún,28,Central Midfield,Peru,"
Orlando City SC ", MLS ,"
CD Cruz Azul ",,"1,00 mil. €","3,50 mil. €"
"Jan 1, 2019",Javier Correa,26,Centre-Forward,Argentina,"
CA Colón ", Superliga ,"
Santos Laguna ",,"4,00 mil. €","3,50 mil. €"
"Jan 1, 2019",Mayke,26,Right-Back,Brazil,"
Cruzeiro ", Série A ,"
Palmeiras ",,"1,25 mil. €","3,50 mil. €"
"Jan 1, 2019",Jonathan Rodríguez,25,Centre-Forward,Uruguay,"
Santos Laguna ", Liga MX Clausura ,"
CD Cruz Azul ",,"3,50 mil. €","3,50 mil. €"
"Jan 1, 2019",Cristian Calderón,21,Left-Back,Mexico,"
Atlas ", Liga MX Clausura ,"
Necaxa ",,300 K €,"3,50 mil. €"
"Jan 2, 2019",Christian Pulisic,20,Left Winger,United States,"
Bor. Dortmund ", Bundesliga ,"
Chelsea ",,"50,00 mil. €","64,00 mil. €"
"Jan 2, 2019",Paulinho,30,Central Midfield,Brazil,"
FC Barcelona ", LaLiga ,"
GZ Evergrande ",,"38,00 mil. €","42,00 mil. €"
"Jan 2, 2019",Emanuel Gigliotti,31,Centre-Forward,Argentina,"
Independiente ", Superliga ,"
Toluca ",,"4,00 mil. €","3,00 mil. €"
"Jan 2, 2019",Marcelo Grohe,31,Goalkeeper,Brazil,"
Grêmio ", Série A ,"
Ittihad ",,"4,00 mil. €","2,65 mil. €"
"Jan 2, 2019",Ayrton Cougo,22,Left Midfield,Uruguay,"
Defensor ", Primera División ,"
Libertad ",,750 K €,"1,30 mil. €"
"Jan 2, 2019",Lyle Foster,18,Centre-Forward,South Africa,"
Orlando Pirates ", ABSA Premiership ,"
Monaco ",,175 K €,"1,20 mil. €"
"Jan 2, 2019",Franco Soldano,24,Centre-Forward,Argentina,"
CA Unión ", Superliga ,"
Olympiacos ",,"4,50 mil. €","1,14 mil. €"
"Jan 2, 2019",Ryan Leonard,26,Central Midfield,England,"
Sheffield Utd. ", Championship ,"
Millwall ",,"1,00 mil. €","1,10 mil. €"
"Jan 2, 2019",Mathías Suárez,22,Right-Back,Uruguay,"
Defensor ", Primera División ,"
Montpellier ",,"1,00 mil. €",950 K €
"Jan 2, 2019",Alex Kral,20,Defensive Midfield,Czech Republic,"
FK Teplice ", Fortuna Liga ,"
Slavia Prague ",,800 K €,900 K €
"Jan 2, 2019",Dimitrios Meliopoulos,18,Defensive Midfield,Greece,"
AO Xanthi ", Super League 1 ,"
PAOK Salonika ",,500 K €,800 K €
"Jan 2, 2019",Karim Aribi,24,Centre-Forward,Algeria,"
DRB Tadjenanet ", Ligue Professionnelle 1 ,"
ES Sahel ",,375 K €,300 K €
"Jan 2, 2019",Gionata Verzura,26,Defensive Midfield,Thailand,"
Ratchaburi FC ", Thai League ,"
Chiangrai Utd. ",,100 K €,200 K €
"Jan 2, 2019",Andy Cannon,22,Central Midfield,England,"
Rochdale ", League One ,"
Portsmouth ",,100 K €,165 K €
"Jan 2, 2019",Amir Sayoud,28,Attacking Midfield,Algeria,"
USM Alger ", Ligue Professionnelle 1 ,"
CR Belouizdad ",,300 K €,65 K €
"Jan 2, 2019",Akhyar Rashid,19,Left Winger,Malaysia,"
Kedah FA ", Super League ,"
Johor DT ",,50 K €,65 K €
"Jan 2, 2019",Vojtech Hadascok,26,Centre-Forward,Czech Republic,"
Vlašim ", FNL ,"
Dukla Prague ",,250 K €,58 K €
"Jan 2, 2019",Rodrigo Paulista,33,Attacking Midfield,Brazil,"
ZJ Yiteng ", League Two South ,"
Novo Hamburgo ",,200 K €,Free transfer
"Jan 2, 2019",Alexandru Tudose,31,Centre-Back,Romania,"
Kuantan FA ", Malaysia		,"
UKM FC ",,150 K €,Free transfer
"Jan 2, 2019",Segundo Castillo,36,Defensive Midfield,Ecuador,"
Barcelona SC ", LigaPro Serie A ,"
Guayaquil City ",,50 K €,Free transfer
"Jan 2, 2019",Ismaël Fofana,30,Centre-Forward,Cote d'Ivoire,"
Vojvodina ", Super liga Srbije ,"
Alki Oroklini ",,400 K €,Free transfer
"Jan 2, 2019",Danilo,28,Attacking Midfield,Belgium,"
Antalyaspor ", Süper Lig ,"
Al-Wahda FC ",,850 K €,Free transfer
"Jan 2, 2019",Dirceu,30,Centre-Back,Brazil,"
Londrina-PR ", Série B ,"
Ratchaburi FC ",,700 K €,Free transfer
"Jan 2, 2019",Gabriel Hauche,32,Centre-Forward,Argentina,"
Millonarios ", Liga DIMAYOR II ,"
Argentinos Jrs. ",,900 K €,Free transfer
"Jan 2, 2019",Gianluca Romiti,26,Centre-Back,Italy,"
Real Forte ", Serie D - E ,"
Ghiviborgo ",,50 K €,Free transfer
"Jan 3, 2019",Lucas Paquetá,21,Attacking Midfield,Brazil,"
Flamengo ", Série A ,"
AC Milan ",,"15,00 mil. €","38,40 mil. €"
"Jan 3, 2019",Naldo,36,Centre-Back,Brazil,"
FC Schalke 04 ", Bundesliga ,"
Monaco ",,"1,00 mil. €","2,00 mil. €"
"Jan 3, 2019",Diogo,31,Centre-Forward,Brazil,"
Buriram Utd. ", Thai League ,"
Johor DT ",,"1,00 mil. €","1,37 mil. €"
"Jan 3, 2019",Tom Bradshaw,26,Centre-Forward,Wales,"
Barnsley FC ", League One ,"
Millwall ",,"1,00 mil. €","1,10 mil. €"
"Jan 3, 2019",Romano Schmid,18,Central Midfield,Austria,"
RB Salzburg ", Bundesliga ,"
Werder Bremen ",,800 K €,"1,00 mil. €"
"Jan 3, 2019",Cauley Woodrow,24,Centre-Forward,England,"
Fulham ", Premier League ,"
Barnsley FC ",,750 K €,850 K €
"Jan 3, 2019",Jayden Stockley,25,Centre-Forward,England,"
Exeter City ", League Two ,"
Preston NE ",,250 K €,830 K €
"Jan 3, 2019",Augusto Barrios,27,Right-Back,Chile,"
Antofagasta ", Primera División ,"
U. de Chile ",,450 K €,440 K €
"Jan 3, 2019",Nemanja Kuzmanovic,29,Centre-Forward,Serbia,"
SFC Opava ", Fortuna Liga Abstiegsrunde ,"
Banik Ostrava ",,500 K €,300 K €
"Jan 3, 2019",Marcinho,23,Right Winger,Brazil,"
São Bernardo-SP ", Brazil		,"
Goiás EC ",,900 K €,115 K €
"Jan 3, 2019",Thonny Anderson,21,Attacking Midfield,Brazil,"
Cruzeiro ", Série A ,"
Grêmio ",,400 K €,115 K €
"Jan 3, 2019",Mergim Mavraj,32,Centre-Back,Albania,"
Aris Saloniki ", Super League 1 ,"
FC Ingolstadt ",,500 K €,70 K €
"Jan 3, 2019",João Gabriel,26,Goalkeeper,Brazil,"
Cianorte ", Brazil		,"
EC Vitória ",,75 K €,70 K €
"Jan 3, 2019",Vasil Shkurtaj,26,Centre-Forward,Albania,"
FC Luftëtari ", Kategoria Superiore ,"
FK Kukësi ",,375 K €,60 K €
"Jan 3, 2019",Mohamed Ben Ali,23,Right-Back,Tunisia,"
Stade Tunisien ", Ligue I Pro ,"
CS Sfaxien ",,350 K €,20 K €
"Jan 3, 2019",Cillian Sheridan,29,Centre-Forward,Ireland,"
Jagiellonia ", Ekstraklasa ,"
Wellington P. ",,800 K €,Free transfer
"Jan 3, 2019",Moubarak Boussoufa,34,Attacking Midfield,Morocco,"
Without Club ",,"
Shabab ",,"1,30 mil. €",Free transfer
"Jan 3, 2019",Adam Hammill,30,Right Winger,England,"
St. Mirren ", Scottish Premiership Abstiegsrunde ,"
Scunthorpe Utd. ",,500 K €,Free transfer
"Jan 3, 2019",Mauro Boselli,33,Centre-Forward,Argentina,"
León ", Liga MX Clausura ,"
Corinthians ",,"1,80 mil. €",Free transfer
"Jan 3, 2019",Timo Perthel,29,Left-Back,Germany,"
VfL Bochum ", 2. Bundesliga ,"
1.FC Magdeburg ",,500 K €,Free transfer
"Jan 3, 2019",Aleksandar Kosoric,31,Centre-Back,Bosnia-Herzegovina,"
Spartaks ", Virsliga ,"
Balzan FC ",,300 K €,Free transfer
"Jan 3, 2019",Júlio César,32,Goalkeeper,Brazil,"
Fluminense ", Série A ,"
Grêmio ",,"1,25 mil. €",Free transfer
"Jan 3, 2019",Franco Niell,35,Centre-Forward,Argentina,"
Guillermo Brown ", Primera Nacional ,"
Quilmes ",,200 K €,Free transfer
"Jan 3, 2019",Ryan Dow,27,Right Midfield,Scotland,"
Ross County ", Championship ,"
Peterhead FC ",,200 K €,Free transfer
"Jan 3, 2019",Willian Farias,29,Defensive Midfield,Brazil,"
EC Vitória ", Série B ,"
São Paulo ",,"1,00 mil. €",Free transfer
"Jan 4, 2019",Dominic Solanke,21,Centre-Forward,England,"
Liverpool ", Premier League ,"
Bournemouth ",,"10,00 mil. €","21,20 mil. €"
"Jan 4, 2019",Benik Afobe,25,Centre-Forward,DR Congo,"
Wolves ", Premier League ,"
Stoke City ",,"10,00 mil. €","13,50 mil. €"
"Jan 4, 2019",Ryan Woods,25,Defensive Midfield,England,"
Brentford ", Championship ,"
Stoke City ",,"5,00 mil. €","7,25 mil. €"
"Jan 4, 2019",Casper De Norre,21,Left-Back,Belgium,"
Sint-Truiden ", Jupiler Pro League ,"
KRC Genk ",,"2,50 mil. €","4,00 mil. €"
"Jan 4, 2019",Igor Rabello,23,Centre-Back,Brazil,"
Botafogo ", Série A ,"
Atlético-MG ",,"2,50 mil. €","3,00 mil. €"
"Jan 4, 2019",Oliver Norwood,27,Central Midfield,Northern Ireland,"
Brighton ", Premier League ,"
Sheffield Utd. ",,"3,00 mil. €","2,20 mil. €"
"Jan 4, 2019",Jimmy Martínez,21,Central Midfield,Chile,"
Huachipato FC ", Primera División ,"
U. de Chile ",,350 K €,"2,00 mil. €"
"Jan 4, 2019",Fernando Andrade,25,Left Winger,Brazil,"
Santa Clara ", Liga NOS ,"
FC Porto ",,625 K €,"1,50 mil. €"
"Jan 4, 2019",Burak Yilmaz,33,Centre-Forward,Turkey,"
Trabzonspor ", Süper Lig ,"
Besiktas ",,"3,50 mil. €","1,36 mil. €"
"Jan 4, 2019",Tobias Heintz,20,Left Winger,Norway,"
Sarpsborg 08 ", Eliteserien ,"
Kasimpasa ",,600 K €,800 K €
"Jan 4, 2019",Ikromzhon Alibaev,24,Attacking Midfield,Uzbekistan,"
Loko Tashkent ", Superliga ,"
FC Seoul ",,900 K €,700 K €
"Jan 4, 2019",Conor Chaplin,21,Centre-Forward,England,"
Portsmouth ", League One ,"
Coventry ",,200 K €,550 K €
"Jan 4, 2019",Nenad Krsticic,28,Central Midfield,Serbia,"
Red Star ", Super liga Srbije ,"
AEK Athens ",,"2,50 mil. €",500 K €
"Jan 4, 2019",Andrej Fabry,21,Attacking Midfield,Slovakia,"
FC Nitra ", Fortuna Liga ,"
FK Jablonec ",,400 K €,480 K €
"Jan 4, 2019",Valber Huerta,25,Centre-Back,Chile,"
Watford ", Premier League ,"
CDUC ",,575 K €,440 K €
"Jan 4, 2019",Ki-dong Park,30,Centre-Forward,"Korea, South","
Suwon Bluewings ", K League 1 ,"
Gyeongnam FC ",,450 K €,390 K €
"Jan 4, 2019",Dong-hyeon Kim,21,Defensive Midfield,"Korea, South","
Pohang Steelers ", K League 1 ,"
Seongnam FC ",,25 K €,315 K €
"Jan 4, 2019",Yong-hwan Kim,25,Right-Back,"Korea, South","
Incheon Utd. ", K League 1 ,"
Pohang Steelers ",,375 K €,275 K €
"Jan 4, 2019",Cosimo Chiricò,27,Right Winger,Italy,"
Lecce ", Serie B ,"
Monza ",,400 K €,200 K €
"Jan 4, 2019",Steven Petkov,23,Centre-Forward,Bulgaria,"
Botev Plovdiv ", efbet Liga ,"
Feirense ",,500 K €,200 K €
"Jan 4, 2019",Onur Eris,25,Left Winger,Turkey,"
Z. Kömürspor ", 2.Lig Kirmizi ,"
Samsunspor ",,125 K €,130 K €
"Jan 4, 2019",Irakli Bugridze,21,Right Winger,Georgia,"
Chikhura ", Crystalbet Erovnuli Liga ,"
Beerschot V.A. ",,450 K €,45 K €
"Jan 4, 2019",Diego Carrasco,23,Centre-Back,Chile,"
Coquimbo Unido ", Primera División ,"
U. de Chile ",,50 K €,45 K €
"Jan 4, 2019",Nemanja Bilbija,28,Second Striker,Bosnia-Herzegovina,"
Zrinjski Mostar ", Premijer Liga ,"
Gangwon FC ",,600 K €,35 K €
"Jan 4, 2019",Mithat Yasar,32,Central Midfield,Turkey,"
Hatayspor ", 1.Lig ,"
52 Orduspor FK ",,100 K €,Free transfer
"Jan 5, 2019",Manuel da Costa,32,Centre-Back,Morocco,"
Basaksehir ", Süper Lig ,"
Ittihad ",,750 K €,"4,50 mil. €"
"Jan 5, 2019",Alejandro Silva,29,Right Midfield,Uruguay,"
Montreal Impact ", MLS ,"
Olimpia ",,"1,75 mil. €","2,60 mil. €"
"Jan 5, 2019",Robinho,34,Left Winger,Brazil,"
Sivasspor ", Süper Lig ,"
Basaksehir ",,"1,50 mil. €","2,00 mil. €"
"Jan 5, 2019",Khalid Boutaïb,31,Centre-Forward,Morocco,"
Y. Malatyaspor ", Süper Lig ,"
Zamalek ",,"1,75 mil. €","1,50 mil. €"
"Jan 5, 2019",Gabriel Xavier,25,Attacking Midfield,Brazil,"
Cruzeiro ", Série A ,"
Nagoya Grampus ",,"1,75 mil. €","1,00 mil. €"
"Jan 5, 2019",Sadik Ciftpinar,26,Centre-Back,Turkey,"
Y. Malatyaspor ", Süper Lig ,"
Fenerbahce ",,"1,50 mil. €",750 K €
"Jan 5, 2019",Salvador Agra,27,Right Winger,Portugal,"
Benfica ", Liga NOS ,"
Legia Warszawa ",,800 K €,500 K €
"Jan 5, 2019",Ivan Marconi,29,Centre-Back,Italy,"
Cremonese ", Serie B ,"
Monza ",,400 K €,300 K €
"Jan 5, 2019",Marco Fossati,26,Central Midfield,Italy,"
Hellas Verona ", Serie B ,"
Monza ",,"1,50 mil. €",150 K €
"Jan 5, 2019",Luís Rocha,25,Left-Back,Portugal,"
Panetolikos ", Super League 1 ,"
Legia Warszawa ",,600 K €,150 K €
"Jan 5, 2019",Zakaria El Wardi,20,Central Midfield,Morocco,"
Moghreb Tétouan ", Botola Pro ,"
Raja Casablanca ",,225 K €,85 K €
"Jan 5, 2019",Bernd Nehrig,32,Central Midfield,Germany,"
FC St. Pauli ", 2. Bundesliga ,"
E. Braunschweig ",,550 K €,50 K €
"Jan 5, 2019",Peter Utaka,34,Centre-Forward,Nigeria,"
Tokushima Vort. ", J2 League ,"
Ventforet Kofu ",,200 K €,Free transfer
"Jan 5, 2019",Rafael Sóbis,33,Centre-Forward,Brazil,"
Cruzeiro ", Série A ,"
Internacional ",,"1,50 mil. €",Free transfer
"Jan 5, 2019",Craig Curran,29,Centre-Forward,England,"
Dundee United ", Championship ,"
Dundee FC ",,325 K €,Free transfer
"Jan 5, 2019",Michaël N'dri,34,Centre-Forward,France,"
Police Tero FC ", Thailand		,"
Lee Man ",,400 K €,Free transfer
"Jan 5, 2019",Vinny Faherty,31,Centre-Forward,Ireland,"
PAEEK ", Cyprus		,"
Galway United ",,50 K €,Free transfer
"Jan 5, 2019",Datsakorn Thonglao,35,Attacking Midfield,Thailand,"
Muangthong Utd. ", Thai League ,"
Simork FC ",,75 K €,Free transfer
"Jan 5, 2019",Luis Miguel Escalada,32,Centre-Forward,Argentina,"
Uni. Católica ", LigaPro Serie A ,"
Dep. Cuenca ",,300 K €,Free transfer
"Jan 5, 2019",Nikita Bukatkin,30,Defensive Midfield,Belarus,"
Isloch ", Vysheyshaya Liga ,"
Rukh ",,200 K €,Free transfer
"Jan 5, 2019",Shunki Takahashi,28,Right-Back,Japan,"
Vissel Kobe ", J1 League ,"
Kashiwa Reysol ",,650 K €,Free transfer
"Jan 5, 2019",Yusuke Tasaka,33,Right-Back,Japan,"
Kawasaki Front. ", J1 League ,"
JEF Utd. Chiba ",,475 K €,Free transfer
"Jan 5, 2019",Jun Ando,34,Centre-Back,Japan,"
Ehime FC ", J2 League ,"
Kyoto Sanga ",,150 K €,Free transfer
"Jan 5, 2019",Tadanari Lee,33,Centre-Forward,Japan,"
Urawa Reds ", J1 League ,"
Yokohama F. M. ",,700 K €,Free transfer
"Jan 5, 2019",Steven Lewerenz,27,Left Winger,Germany,"
Holstein Kiel ", 2. Bundesliga ,"
1.FC Magdeburg ",,800 K €,Free transfer
"Jan 6, 2019",Brahim Díaz,19,Attacking Midfield,Spain,"
Man City ", Premier League ,"
Real Madrid ",,"5,00 mil. €","17,00 mil. €"
"Jan 6, 2019",Garry Rodrigues,28,Left Winger,Cape Verde,"
Galatasaray ", Süper Lig ,"
Ittihad ",,"9,00 mil. €","9,00 mil. €"
"Jan 6, 2019",Hussein El Shahat,26,Right Winger,Egypt,"
Al-Ain FC ", UAE Gulf League ,"
El Ahly ",,800 K €,"4,35 mil. €"
"Jan 6, 2019",Nicolas Isimat-Mirin,27,Centre-Back,France,"
PSV Eindhoven ", Eredivisie ,"
Besiktas ",,"2,50 mil. €",350 K €
"Jan 6, 2019",Benjamin Kessel,31,Right-Back,Germany,"
Saarbrücken ", Regionalliga Südwest ,"
E. Braunschweig ",,250 K €,100 K €
"Jan 6, 2019",Mehdi Torabi,24,Left Winger,Iran,"
Saipa FC ", Persian Gulf Pro League ,"
Persepolis ",,"1,00 mil. €",96 K €
"Jan 6, 2019",Nils Rütten,23,Centre-Back,Germany,"
Bonner SC ", Regionalliga West ,"
E. Braunschweig ",,125 K €,50 K €
"Jan 6, 2019",Carl Medjani,33,Defensive Midfield,Algeria,"
Sivasspor ", Süper Lig ,"
Ohod Al-Medina ",,650 K €,Free transfer
"Jan 6, 2019",Martin Smedberg,34,Right Midfield,Bolivia,"
Bolívar ", Bolivia		,"
Always Ready ",,125 K €,Free transfer
"Jan 6, 2019",Anders Qvist,31,Centre-Back,Denmark,"
FC Roskilde ", NordicBet LIGA ,"
Brönshöj BK ",,50 K €,Free transfer
"Jan 6, 2019",Tijani Belaid,31,Attacking Midfield,Tunisia,"
Club Africain ", Ligue I Pro ,"
Al-Muharraq ",,350 K €,Free transfer
"Jan 6, 2019",Modibo Maïga,31,Centre-Forward,Mali,"
Ajman Club ", UAE Gulf League ,"
Buriram Utd. ",,"1,00 mil. €",Free transfer
"Jan 6, 2019",Cauê,29,Defensive Midfield,Brazil,"
Omiya Ardija ", J2 League ,"
Albirex Niigata ",,500 K €,Free transfer
"Jan 6, 2019",Mohsen Bengar,39,Centre-Back,Iran,"
Pars Jam ", Persian Gulf Pro League ,"
Arvand Kh ",,100 K €,Free transfer
"Jan 6, 2019",Humberto Osorio,30,Centre-Forward,Colombia,"
Rionegro Águila ", Liga DIMAYOR II ,"
San Martín ",,900 K €,Free transfer
"Jan 6, 2019",Marcelo Bergese,33,Right Winger,Argentina,"
Wilstermann  ", Bolivia		,"
Aurora ",,50 K €,Free transfer
"Jan 6, 2019",Robin Ramírez,29,Centre-Forward,Paraguay,"
Deportes Tolima ", Liga DIMAYOR II ,"
River Plate ",,800 K €,Free transfer
"Jan 6, 2019",Karrar Jassim,31,Attacking Midfield,Iraq,"
Sanat Naft ", Persian Gulf Pro League ,"
Al-Shorta SC ",,400 K €,Free transfer
"Jan 6, 2019",Emanuel Dening,30,Right Winger,Argentina,"
Cerro Porteño ", Paraguay		,"
San Martín ",,600 K €,Free transfer
"Jan 6, 2019",Kevin Jansen,26,Central Midfield,Netherlands,"
NEC Nijmegen ", Keuken Kampioen Divisie ,"
SC Cambuur ",,500 K €,Free transfer
"Jan 6, 2019",Jonathan Bauman,27,Centre-Forward,Argentina,"
Persib Bandung ", Liga 1 ,"
Kedah FA ",,400 K €,Free transfer
"Jan 6, 2019",Marian Pleasca,28,Right-Back,Romania,"
FCSB ", Liga 1 - Championship group ,"
Gaz Metan ",,300 K €,Free transfer
"Jan 6, 2019",Angel Granchov,26,Centre-Back,Bulgaria,"
Minyor Pernik ", Bulgaria		,"
KF Flamurtari ",,150 K €,Free transfer
"Jan 6, 2019",Keyvan Amraei,32,Left Winger,Iran,"
Golreyhan FC ", Azadegan League ,"
Pars Jam ",,100 K €,Free transfer
"Jan 6, 2019",Murathan Burus,26,Left Winger,Turkey,"
Fatsa Belediye ", 3.Lig Grup 3 ,"
Osmaniyespor FK ",,25 K €,Free transfer
"Jan 7, 2019",Vicente Iborra,30,Central Midfield,Spain,"
Leicester ", Premier League ,"
Villarreal ",,"9,00 mil. €","10,00 mil. €"
"Jan 7, 2019",Sékou Sanogo,29,Defensive Midfield,Cote d'Ivoire,"
BSC Young Boys ", Super League ,"
Ittihad ",,"5,50 mil. €","7,00 mil. €"
"Jan 7, 2019",Kristoffer Olsson,23,Central Midfield,Sweden,"
AIK ", Allsvenskan ,"
Krasnodar ",,"1,10 mil. €","4,50 mil. €"
"Jan 7, 2019",Thomas Kaminski,26,Goalkeeper,Belgium,"
KV Kortrijk ", Jupiler Pro League ,"
KAA Gent ",,"1,50 mil. €","2,20 mil. €"
"Jan 7, 2019",Guillermo Acosta,30,Right Midfield,Argentina,"
CA Tucumán ", Superliga ,"
Lanús ",,"1,00 mil. €",850 K €
"Jan 7, 2019",Björn Paulsen,27,Centre-Back,Denmark,"
Hammarby ", Allsvenskan ,"
FC Ingolstadt ",,900 K €,500 K €
"Jan 7, 2019",Filippo Scaglia,26,Centre-Back,Italy,"
Cittadella ", Serie B ,"
Monza ",,"1,20 mil. €",500 K €
"Jan 7, 2019",Ettore Marchi,33,Centre-Forward,Italy,"
AS Gubbio ", Serie C - B ,"
Monza ",,300 K €,300 K €
"Jan 7, 2019",Nikola Boranijasevic,26,Right-Back,Serbia,"
Napredak ", Super liga Srbije ,"
Lausanne-Sport ",,550 K €,200 K €
"Jan 7, 2019",Sabri Rahil,31,Left-Back,Egypt,"
El Ahly ", Premier League ,"
El Ittihad ",,400 K €,130 K €
"Jan 7, 2019",Andrej Kadlec,22,Right-Back,Slovakia,"
Spartak Trnava ", Fortuna Liga ,"
Jagiellonia ",,525 K €,130 K €
"Jan 7, 2019",Yahya Zayd,22,Centre-Forward,Tanzania,"
Azam FC ", Tanzania		,"
Ismaily ",,25 K €,80 K €
"Jan 7, 2019",Yuliyan Nenov,24,Right Winger,Bulgaria,"
Botev Vratsa ", efbet Liga ,"
Difaâ El Jadida ",,300 K €,35 K €
"Jan 7, 2019",Jonathan Soriano,33,Centre-Forward,Spain,"
BJ Sinobo Guoan ", Super League ,"
Hilal ",,"5,00 mil. €",Free transfer
"Jan 7, 2019",Agus García,33,Centre-Back,Spain,"
Esbjerg fB ", Superligaen Championship round ,"
Nea Salamis ",,150 K €,Free transfer
"Jan 7, 2019",Jasmin Fejzic,32,Goalkeeper,Bosnia-Herzegovina,"
1.FC Magdeburg ", 2. Bundesliga ,"
E. Braunschweig ",,600 K €,Free transfer
"Jan 7, 2019",Mehmet Albayrak,32,Centre-Forward,Turkey,"
Sanliurfaspor  ", 2.Lig Kirmizi ,"
Cizre Spor ",,75 K €,Free transfer
"Jan 7, 2019",Ryoichi Maeda,37,Centre-Forward,Japan,"
FC Tokyo ", J1 League ,"
FC Gifu ",,200 K €,Free transfer
"Jan 7, 2019",Emre Balak,30,Centre-Back,Turkey,"
BB Bodrumspor ", 2.Lig Beyaz ,"
Fethiyespor ",,50 K €,Free transfer
"Jan 7, 2019",Aydin Karabulut,30,Right Winger,Turkey,"
Sivasspor ", Süper Lig ,"
Ankaragücü ",,100 K €,Free transfer
"Jan 7, 2019",Ishmael Miller,31,Centre-Forward,England,"
Oldham Athletic ", League Two ,"
Tranmere Rovers ",,500 K €,Free transfer
"Jan 7, 2019",Cristian Sirghi,32,Centre-Back,Romania,"
Flamurtari FC ", Kategoria Superiore ,"
D. Calarasi ",,300 K €,Free transfer
"Jan 7, 2019",David Edwards,32,Central Midfield,Wales,"
Reading ", Championship ,"
Shrewsbury ",,"1,00 mil. €",Free transfer
"Jan 7, 2019",Tomas Mikuckis,35,Centre-Back,Lithuania,"
Spartaks ", Virsliga ,"
Kauno Zalgiris ",,50 K €,Free transfer
"Jan 7, 2019",Lucas Barrios,34,Centre-Forward,Paraguay,"
Colo Colo ", Primera División ,"
Huracán ",,"1,75 mil. €",Free transfer
"Jan 8, 2019",Bryan Acosta,25,Central Midfield,Honduras,"
CD Tenerife ", LaLiga2 ,"
FC Dallas	 ",,600 K €,"2,80 mil. €"
