Club Name TM,Club Name Wikidata,venueLabel,Latitude,Longitude
Lech Poznań,Lech Poznań,Stadion Miejski,52.397222,16.858056
Lechia Gdańsk,Lechia Gdańsk,Stadion Energa Gdańsk,54.39,18.640278
Leeds United F.C.,Leeds United F.C.,Elland Road,53.77777778,-1.572222222
Legia Warsaw,Legia Warsaw,Polish Army Stadium,52.220461,21.040628
Leicester City F.C. ,Leicester City F.C.,King Power Stadium,52.62027778,-1.142222222
Leixões S.C.,Leixões S.C.,Estádio do Mar,41.18388889,-8.66694444
Levante UD,Levante UD,Estadi Ciutat de València,39.494722,-0.364167
Levski Sofia ,PFC Levski Sofia,Georgi Asparuhov Stadium,42.705467,23.363197
Lok. Sofia ,FC Lokomotiv 1929 Sofia,Lokomotiv Stadium,42.737639,23.314806
Leyton Orient ,Leyton Orient F.C.,Brisbane Road,51.560139,-0.012639
León ,Club León,León Stadium,21.115544,-101.657744
Liaoning Whowin F.C.,Liaoning Whowin F.C.,Shenyang Olympic Sports Center Stadium,41.739037,123.457484
Libertad ,Club Libertad,Estadio Dr. Nicolás Léoz,-25.277846,-57.611039
Lierse SK ,Lierse S.K.,Herman Vanderpoortenstadion,51.144167,4.573611
Lille OSC,Lille OSC,Stade Pierre-Mauroy,50.611944,3.130556
Lillestrøm SK,Lillestrøm SK,Åråsen Stadion,59.962752,11.063458
Lincoln City ,Lincoln City F.C.,Sincil Bank,53.218289,-0.540811
Liverpool F.C. ,Liverpool F.C.,Anfield,53.43081944,-2.960827777
Liverpool F.C. FC ,Liverpool F.C.,Estadio Belvedere,-34.854922,-56.225689
Liverpool F.C. U23 ,Liverpool F.C.,Anfield,53.43081944,-2.960827777
Livingston FC ,Livingston F.C.,Almondvale Stadium,55.886167,-3.522872
Lokomotiv Tashkent,Lokomotiv Tashkent,Lokomotiv Stadium,41.361111,69.395
Los Angeles FC,Los Angeles FC,Banc of California Stadium,34.013,-118.285
Los Angeles Galaxy,Los Angeles Galaxy,Dignity Health Sports Park,33.86444444,-118.2611111
Ludogorets ,PFC Ludogorets Razgrad,Ludogorets Arena,43.53361111,26.5275
Luton ,Luton Town F.C.,Kenilworth Road,51.88416667,-0.431666666
MK Dons ,Milton Keynes Dons F.C.,Stadium mk,52.009444,-0.733333
MSV Duisburg ,MSV Duisburg,Schauinsland-Reisen-Arena,51.409028,6.778639
MZ Hakka ,Meixian Hakka F.C.,Meixian Tsang Hin-chi Stadium,24.2752708,116.0781429
Machine Sazi ,Machine Sazi Dabiri Tabriz F.C.,Takhti Stadium,38.067403,46.301515
Malatyaspor ,Malatyaspor,Malatya İnönü Stadium,38.352178,38.330494
Yeni Malatyaspor,Yeni Malatyaspor,Malatya İnönü Stadium,38.352178,38.330494
Maldonado ,Deportivo Maldonado,Estadio Domingo Burgueño,-34.914444,-54.955278
Malmö FF,Malmö FF,Swedbank Stadion,55.58361111,12.98777778
Mamelodi Sundowns F.C.,Mamelodi Sundowns F.C.,Loftus Versfeld Stadium,-25.753189,28.223014
Manchester City F.C. ,Manchester City F.C.,Etihad Stadium,53.48305556,-2.200277777
Manisaspor ,Manisaspor,Manisa 19 Mayıs Stadium,38.623006,27.439933
Melbourne City Football Club,Melbourne Knights Football Club,Knights Stadium,-37.762208,144.845397
Melbourne Victory,Melbourne Victory,Melbourne Rectangular Stadium,-37.825278,144.983889
Mersin IY ,Mersin İdmanyurdu,Tevfik Sırrı Gür Stadium,36.78626,34.617555
Miami FC ,Miami FC,Riccardo Silva Stadium,25.7525,-80.377778
Middlesbrough F.C.,Middlesbrough F.C.,Riverside Stadium,54.57833333,-1.216944444
Miedz Legnica ,SD Tenisca,Q16564739,28.70727222,-17.76239722
Millwall ,Millwall F.C.,The Den,51.485833,-0.050833
Minnesota United FC,Minnesota United FC,National Sports Center,45.1575,-93.225925
Minnesota United FC,Minnesota United FC,Allianz Field,44.9528,-93.1651
Mladá Boleslav ,FK Mladá Boleslav,Městský stadion,50.427083,14.914783
Modena ,Kickers Emden,Ostfriesland-Stadion,53.379167,7.203333
Molde FK,Molde FK,Aker Stadion,62.73388889,7.148611111
Monarcas Morelia,Monarcas Morelia,Morelos Stadium,19.718742,-101.233622
Montevideo Wanderers Fútbol Club,Montevideo Wanderers Fútbol Club,Gallinero,41.948928,-2.445301
Montpellier Hérault Sport Club,Montpellier Hérault Sport Club,Stade de la Mosson,43.621944,3.811944
Montreal Impact,Montreal Impact,Saputo Stadium,45.56305556,-73.5525
Moreirense F.C.,Moreirense F.C.,Parque de Jogos Comendador Joaquim de Almeida Freitas,41.378089,-8.354761
Morton ,Greenock Morton F.C.,Cappielow,55.9413,-4.72681
Mosta F.C.,Mosta F.C.,Mosta Ground,35.90472222,14.43472222
Mvd City Torque ,Swansea City A.F.C. Reserves,Parc y Scarlets,51.679167,-4.129167
Málaga CF ,Malaga CF,La Rosaleda Stadium,36.734092,-4.426422
N.K. Zagreb,N.K. Zagreb,Stadion Kranjčevićeva,45.804722,15.960833
NK Zagreb ,N.K. Zagreb,Stadion Kranjčevićeva,45.804722,15.960833
NAC Breda,NAC Breda,Rat Verlegh Stadion,51.595556,4.750278
NK Croatia Sesvete,NK Croatia Sesvete,Stadion ŠRC Sesvete,45.8364,16.1075
NK Inter Zaprešić,NK Inter Zaprešić,Stadion ŠRC Zaprešić,45.864722,15.799722
NK Istra 1961,NK Istra 1961,Stadion Aldo Drosina,44.861565,13.851561
NK Karlovac 1919,NK Karlovac 1919,Stadion Branko Čavlović-Čavlek,45.484497,15.563933
NK Lokomotiva,NK Lokomotiva,Stadion Maksimir,45.81885833,16.01807778
NK Lokomotiva,NK Lokomotiva,Stadion Maksimir,45.81885833,16.01807778
NK Olimpija ,NK Olimpija Ljubljana,Stožice Stadium,46.081111,14.521389
NK Olimpija ,NK Olimpija Ljubljana,Bežigrad Stadium,46.06912999,14.50860459
NK Varaždin ŠN,NK Varaždin ŠN,Stadion Anđelko Herjavec,46.31313611,16.34172778
NK Varaždin ŠN,NK Varaždin ŠN,Stadion Anđelko Herjavec,46.31313611,16.34172778
NK Maribor ,NK Maribor,Ljudski vrt,46.5625,15.640556
NK Osijek,NK Osijek,Stadion Gradski vrt,45.545,18.695833
NK Slaven Belupo,NK Celje,Arena Petrol,46.246667,15.270278
NK Zadar,NK Zadar,Stadion Stanovi,44.112667,15.246829
Nagoya Grampus,Nagoya Grampus,Mizuho Athletic Stadium,35.122721,136.944301
Najran SC,Najran SC,Al Akhdoud Club Stadium,17.590278,44.244722
Nasaf Qarshi ,Nasaf Qarshi,Markaziy Stadium,38.83823,65.81354
Nashville SC,Nashville SC,First Horizon Park,36.173031,-86.785033
Neftchi Baku ,Neftchi Baku PFC,Eighth Kilometer District Stadium,40.400163,49.944019
Neuchâtel Xamax,Neuchâtel Xamax,Stade de la Maladière,46.9952,6.944
New England Revolution,New England Revolution,Gillette Stadium,42.09094444,-71.26434444
New York Red Bulls,New York Red Bulls,Red Bull Arena,40.73666667,-74.15027778
Newcastle United F.C. ,Newcastle United F.C.,St James' Park,54.97555556,-1.621666666
Newell's Old Boys,Newell's Old Boys,Estadio Marcelo Bielsa,-32.956056,-60.661444
Newport County ,Newport County A.F.C.,Rodney Parade,51.588333,-2.987778
NorthEast Utd. ,North East Stars,Sangre Grande Regional Complex,10.59919722,-61.13074167
Norwich City F.C. ,Norwich City F.C.,Carrow Road,52.622128,1.308653
Nottingham Forest F.C.. com,Nottingham Forest F.C.. com,City Ground,52.94,-1.132778
Notts County F.C.,Notts County F.C.,Meadow Lane,52.9425,-1.13722222
Náutico Futebol Clube,Paraná Clube,Estádio Vila Capanema,-25.439444,-49.255833
O'Higgins F.C.,O'Higgins F.C.,Estadio El Teniente,-34.177764,-70.737719
O'Higgins F.C.,O'Higgins F.C.,Monasterio Celeste,-34.25164722,-70.83316111
OGC Nice,OGC Nice,Allianz Riviera,43.70513889,7.192583333
Odds BK,Odds BK,Skagerak Arena,59.211111,9.589722
Odense Boldklub,Odense Boldklub,Nature Energy Park,55.397771,10.350055
Odra Wodzislaw ,Odra Wodzisław,MOSiR Stadium,49.99833333,18.45694444
Olimpik Donetsk ,FC Olimpik Donetsk,Olimpik Sports Complex,47.9614,37.808
Olympiacos ,Olympiacos F.C.,Karaiskakis Stadium,37.946169,23.664536
Olympique Lyonnais,Olympique Lyonnais,Parc Olympique Lyonnais,45.765224,4.982131
Olympique de Marseille,Olympique de Marseille,Stade Vélodrome,43.26972222,5.395833333
Omiya Ardija ,Omiya Ardija,NACK5 Stadium Omiya,35.916303,139.633377
Omonia Nikosia ,AOL – Omonia Lakatamias,AOL Lakatamia Stadium,35.118168,33.299445
Ordabasy ,FC Ordabasy,Kazhimukan Munaitpasov Stadium,42.335493,69.593568
Orduspor ,Orduspor,19 Eylül Stadium,40.982222,37.878333
Orlando Pirates F.C. Windhoek,Orlando Pirates F.C.,Orlando Stadium,-26.231894,27.922892
Osmanlispor ,Osmanlıspor,Osmanlı Stadyumu,40.011389,32.502222
Otelul Galati ,SC Oțelul Galați,Stadionul Oțelul,45.430236,28.022378
Oxford United ,Oxford United F.C.,Kassam Stadium,51.716419,-1.208067
PAOK Salonika ,AS Nika,Stade Lumumba,0.521216,25.186576
PEC Zwolle,PEC Zwolle,IJsseldelta Stadion,52.517292,6.121911
PFC CSKA Moscow,PFC CSKA Moscow,Arena CSKA,55.791389,37.516111
PFC Sochi,PFC Sochi,Fisht Olympic Stadium,43.402267,39.956111
PSV Eindhoven,PSV Eindhoven,Philips Stadion,51.4417,5.4674
Pakhtakor Tashkent FK,Pakhtakor Tashkent FK,Pakhtakor Markaziy Stadium,41.315522,69.260244
Panathinaikos ,Panathinaikos F.C.,Apostolos Nikolaidis Stadium,37.98716944,23.75419444
Pandurii  ,CS Pandurii Târgu Jiu,Stadionul Tudor Vladimirescu,45.043639,23.270056
Panionios ,Panionios F.C.,Nea Smyrni Stadium,37.94303333,23.709225
Paris Saint-Germain F.C.,Paris Saint-Germain F.C.,Parc des Princes,48.84138889,2.253055555
Parma Calcio 1913,Parma Calcio 1913,Stadio Ennio Tardini,44.79491667,10.33844444
Partizan ,FK Partizan,Partizan Stadium,44.788611,20.459167
Perak TBG ,Perak FA,Perak Stadium,4.609433,101.103439
Persepolis F.C.,Persepolis F.C.,Azadi Stadium,35.724417,51.275528
Persib Bandung ,Persib Bandung,Siliwangi Stadium,-6.910312,107.619367
Perth Glory FC,Perth Glory FC,Perth Oval,-31.945955,115.870131
Pescara ,Delfino Pescara 1936,Stadio Adriatico,42.45527778,14.22944444
Peterborough ,Peterborough United F.C.,London Road Stadium,52.564694,-0.240389
Petrojet FC,Petrojet FC,Suez Stadium,29.9575,32.5425
Peñarol ,Club Atlético Peñarol,Estadio Campeón del Siglo,-34.79675,-56.06713889
Philadelphia Union,Philadelphia Union,Subaru Park,39.832222,-75.378889
Piacenza ,Piacenza Calcio,Stadio Leonardo Garilli,45.029722,9.689722
Piast Gliwice,Piast Gliwice,Stadion Piast,50.306583,18.695866
Plymouth Argyle F.C.,Plymouth Argyle F.C.,Home Park,50.38805556,-4.150833333
Podbeskidzie ,Podbeskidzie Bielsko-Biała,Stadion Miejski,49.817419,19.054267
Pogoń Szczecin,Pogoń Szczecin,Stadion Florian Kryger,53.43657611,14.51865806
Pohang Steelers,Pohang Steelers,Pohang Steel Yard,35.997745,129.384412
Poli Timisoara ,FC Politehnica Timișoara,Stadionul Dan Păltinișanu,45.740556,21.244167
Poli. Timisoara ,FC Politehnica Timișoara,Stadionul Dan Păltinișanu,45.740556,21.244167
Polonia Bytom,Polonia Bytom,Stadion Edwarda Szymkowiaka,50.35755833,18.89871667
Polonia Warsaw,Polonia Warsaw,Stadion Polonii Warszawa,52.255517,21.001322
Portimonense S.C.,Portimonense S.C.,Estádio Municipal de Portimão,37.135694,-8.539833
Portland Timbers,Portland Timbers,Providence Park,45.52138889,-122.6916667
Portsmouth F.C.,Portsmouth F.C.,Fratton Park,50.79638889,-1.063888888
Preston North End F.C.,Preston North End F.C.,Deepdale,53.77222222,-2.688055555
Preußen Münster ,SC Preußen Münster,Preußenstadion,51.929722,7.624583
Pro Vercelli ,F.C. Pro Vercelli 1892,Stadio Silvio Piola (Vercelli),45.319817,8.421335
Qarabag Agdam ,Abha,Prince Sultan bin Abdul Aziz Stadium,18.310556,42.598333
Thermal Abano ,Abha,Prince Sultan bin Abdul Aziz Stadium,18.310556,42.598333
Qingdao Jonoon F.C.,Qingdao Jonoon F.C.,Qingdao Tiantai Stadium,36.058847,120.344389
Qingdao Tiantai Stadium,Qingdao Sunrise,Jimo City Stadium,36.392589,120.433781
Qizilqum ,Atlético Chiriquí,Estadio San Cristóbal,8.420278,-82.4425
Quakes ,San Jose Earthquakes,Buck Shaw Stadium,37.350556,-121.936667
Queens Park Rangers F.C.,Queens Park Rangers F.C.,Kiyan Prince Foundation Stadium,51.50916667,-0.232222222
RB Leipzig,RB Leipzig,Red Bull Arena,51.345833,12.348056
RC Strasbourg,RC Strasbourg,Stade de la Meinau,48.560064,7.754969
RCD Espanyol de Barcelona,RCD Espanyol de Barcelona,Estadi de Sarrià,41.393111,2.133169
RCD Espanyol de Barcelona,RCD Espanyol de Barcelona,Estadi Cornellà-El Prat,41.347861,2.075667
RCD Mallorca,RCD Mallorca,Son Moix,39.59,2.63
RKC Waalwijk,RKC Waalwijk,Mandemakers Stadion,51.686944,5.088611
RM Castilla ,Real Madrid Castilla,Alfredo di Stéfano Stadium,40.47666667,-3.61416667
RNK Split,RNK Split,Stadion Park mladeži,43.519038,16.444033
RSC Anderlecht ,R.S.C. Anderlecht,Constant Vanden Stock Stadium,50.834167,4.298333
RSC Charleroi ,R.O.C. de Charleroi-Marchienne,Stade de la Neuville,50.408524,4.456877
Racing Club de Avellaneda,Racing Club de Avellaneda,Estadio Presidente Perón,-31.3837,-64.1803
Racing Club de AvellanedaII ,Racing Club de Avellaneda,Estadio Presidente Perón,-31.3837,-64.1803
Racing de Santander,Racing de Santander,Campos de Sport de El Sardinero,43.476389,-3.793333
Rah Ahan F.C.,Rah Ahan F.C.,Rah Ahan Stadium,35.7083,51.3147
Rakow ,Wisła Kraków,Stadion Miejski in Kraków,50.063611,19.911944
Wisła Kraków,Wisła Kraków,Stadion Miejski in Kraków,50.063611,19.911944
Randers FC,Randers FC,AutoC Park Randers,56.46583333,10.01027778
Rangers F.C.,Rangers F.C.,Ibrox Stadium,55.8527,-4.31023
Rangers F.C.,Rangers F.C.,Ricoh Arena,52.448056,-1.495556
Rangers F.C.,Rangers F.C.,Rand Stadium,-26.2346,28.0516
Ranheim Fotball,Ranheim Fotball,EXTRA Arena,63.428376,10.52401
Rapid 1923 ,FC Rapid Bucuresti,Stadionul Regie,44.448194,26.052872
Rapid Vienna ,SK Rapid Wien,Allianz Stadion,48.1981,16.2653
Rayo Vallecano,Rayo Vallecano,Campo de Fútbol de Vallecas,40.391944,-3.658961
Reading F.C.,Reading F.C.,Madejski Stadium,51.42222222,-0.982777777
Real Betis Balompié,Real Betis Balompié,Estadio Benito Villamarín,37.356403,-5.981611
Real Madrid CF,Real Madrid CF,Estadio Santiago Bernabéu,40.45306,-3.68835
Real Murcia ,Real Murcia,Estadio Nueva Condomina,38.042222,-1.144722
Real Salt Lake,Real Salt Lake,Rio Tinto Stadium,40.5829,-111.893
Real Sociedad,Real Sociedad,Anoeta Stadium,43.301378,-1.973617
Real Valladolid,Real Valladolid,Estadio Nuevo José Zorrilla,41.644444,-4.761111
Real Zaragoza ,Real Zaragoza,La Romareda,41.636592,-0.901822
Recr. Huelva ,Huelva,Estadio Nuevo Colombino,37.246389,-6.954167
Red Star ,Red Star F.C.,Stade de Paris,48.905833,2.340833
Rio Ave F.C.,Rio Ave F.C.,Estádio do Rio Ave FC,41.362756,-8.740186
Rochdale ,Rochdale A.F.C.,Spotland Stadium,53.620833,-2.18
Rochdale ,Rochdale A.F.C.,"Athletic Grounds, Rochdale",53.612211,-2.135453
Roda JC ,Roda JC Kerkrade,Parkstad Limburg Stadion,50.85694444,6.005833333
Roma U19 ,Atletico Roma F.C.,Stadio Flaminio,41.926944,12.472222
Rosenborg BK,Rosenborg BK,Lerkendal Stadion,63.4125,10.405
Ross County F.C.,Ross County F.C.,Victoria Park,57.5959,-4.41891
Rotherham ,Rotherham United F.C.,New York Stadium,53.4279,-1.362
Royal Antwerp ,Royal Antwerp F.C.,Stadion Broodstraat,51.2327,4.471575
Rubin Kazan,Rubin Kazan,Central Stadium,55.796944,49.098889
Ruch Chorzów,Ruch Chorzów,Stadion Ruchu,50.282203,18.944178
S.C. Braga,S.C. Braga,Estádio Municipal de Braga,41.5624,-8.4308
S.K. Sturm Graz,S.K. Sturm Graz,UPC-Arena,47.046111,15.454444
S.L. Benfica,S.L. Benfica,Estádio da Luz,38.75267778,-9.184680555
S.L. Benfica,S.L. Benfica,Estádio da Luz,38.75267778,-9.184680555
S.L. BenficaB ,S.L. Benfica B,Estádio da Luz,38.75267778,-9.184680555
S.L. BenficaB ,S.L. Benfica B,Estádio da Luz,38.75267778,-9.184680555
S.S.D. Palermo,S.S.D. Palermo,Stadio Renzo Barbera,38.152767,13.342275
S.S.D. PalermoU19 ,S.S.D. Palermo,Stadio Renzo Barbera,38.152767,13.342275
SBV Excelsior,SBV Excelsior,Stadion Woudestein,51.916944,4.520556
SC Bastia ,CA Bastia,Q3495582,42.6629,9.43592
SC Cambuur,SC Cambuur,Cambuur Stadion,53.205278,5.814722
SC Freiburg,SC Freiburg,Schwarzwald-Stadion,47.988889,7.893056
SC Heerenveen,SC Heerenveen,Abe Lenstra Stadion,52.958611,5.936111
SC Paderborn 07,SC Paderborn 07,Benteler-Arena,51.731389,8.710833
SCO Angers ,Angers SCO,Stade Raymond Kopa,47.460458,-0.530741
SCR Altach ,SC Rheindorf Altach,Stadion Schnabelholz,47.3536,9.6372
SD Eibar,SD Eibar,Ipurúa Municipal Stadium,43.181706,-2.475803
SH Shenhua ,Shanghai Shenhua F.C.,Hongkou Football Stadium,31.2733,121.4762
SK Brann,SK Brann,Brann Stadion,60.36638889,5.356944444
SKN St. Pölten,SKN St. Pölten,NV Arena,48.2209,15.6531
SM Caen,Stade Malherbe Caen,Stade Michel d'Ornano,49.179444,-0.39675
SSC Bari,SSC Bari,Stadio San Nicola,41.084736,16.840072
SV Darmstadt 98 ,SV Darmstadt 98,Stadion am Böllenfalltor,49.857778,8.672222
SV Grödig,SV Grödig,Untersberg-Arena,47.7434,13.0477
SV Ried,SV Ried,Keine Sorgen Arena,48.207778,13.478333
Vélez Sarsfield ,SV Ried,Keine Sorgen Arena,48.207778,13.478333
SV Sandhausen ,SV Sandhausen,Hardtwaldstadion,49.332083,8.647667
SV Werder Bremen,SV Werder Bremen,Weserstadion,53.066389,8.8375
SX Chang'an At. ,San Martín de San Juan,Estadio Ingeniero Hilario Sánchez,-31.519847,-68.530289
SX Wuzhou ,Suzhou Trips F.C.,Suzhou City Stadium,31.2965,120.573
SZ Renren ,Shenzhen Renren F.C.,Bao'an Stadium,22.560988,113.876292
Sagan Tosu ,Sagan Tosu,Tosu Stadium,33.371944,130.520278
Saint Gilloise ,Royale Union Saint-Gilloise,Stade Joseph Marien,50.8178,4.32917
Saipa F.C.,Saipa F.C.,Enghelab Stadium,35.850556,50.958333
Salernitana ,U.S. Salernitana 1919,Stadio Arechi,40.645,14.823889
Sambenedettese ,S.S. Sambenedettese Calcio,Stadio Riviera delle Palme,42.930556,13.884722
Samsunspor ,Sivasspor,Sivas 4 Eylül Stadium,39.728612,36.984065
Sivasspor,Sivasspor,Sivas 4 Eylül Stadium,39.728612,36.984065
San Felipe ,Unión San Felipe,Estadio Municipal de San Felipe,-32.746944,-70.73
Sandecja ,Sandefjord Fotball,Sandefjord Arena,59.13725,10.17969
Sandefjord BK,Sandefjord BK,Storstadion,59.1328,10.1908
Sandnes Ulf ,Sandnes Ulf,Sandnes stadion,58.85944444,5.725833333
Sanfrecce Hiroshima,Sanfrecce Hiroshima,Hiroshima Big Arch,34.440778,132.39425
Sanliurfaspor  ,Şanlıurfaspor,Şanlıurfa GAP Stadium,37.147832,38.806672
Santa Cruz ,Santa Cruz Futebol Clube,Estádio do Arruda,-8.026711,-34.891175
Santos FC Futebol de mesa,Santos FC Futebol de mesa,Arena Santos,-23.94216667,-46.33327778
Santos Laguna Premier,Santos Laguna,Territorio Santos Modelo,25.6304,-103.38
Sarpsborg 08 FF,Sarpsborg 08 FF,Sarpsborg Stadion,59.286217,11.097608
Saturn ,FC Saturn Ramenskoye,Saturn Stadium,55.57722222,38.22694444
Scunthorpe United F.C.,Scunthorpe United F.C.,Glanford Park,53.586722,-0.69525
Seattle Sounders,Seattle Sounders,Starfire Sports,47.4698,-122.248
"Seattle Sounders	 ",Seattle Sounders,Starfire Sports,47.4698,-122.248
Seongnam FC,Seongnam FC,Tancheon Sports Complex,37.410166,127.121273
Seoul United FC,Seoul United FC,Nowon Madeul Stadium,37.643982,127.057557
Sepahan F.C.,Sepahan F.C.,Naghsh-e-Jahan Stadium,32.743267,51.686203
Sepsi Sf. Gh. ,ACS Sepsi OSK Sfântu Gheorghe,Stadionul Municipal,45.86291667,25.77613889
Sevilla Atl. ,Sevilla FC,Estadio Ramón Sánchez Pizjuán,37.383878,-5.970467
Sevilla FC,Sevilla FC,Estadio Ramón Sánchez Pizjuán,37.383878,-5.970467
Sevilla FCU19 ,Sevilla FC,Estadio Ramón Sánchez Pizjuán,37.383878,-5.970467
Shabab Al Ahli Club,Shabab Al Ahli Club,Rashid Stadium,25.27965556,55.36060556
Shabab Dubai ,Shabab Al Ahli Club,Rashid Stadium,25.27965556,55.36060556
Shakhter K. ,FC Shakhter Karagandy,Shakhtyor Stadium,49.818618,73.075122
Shandong Luneng Taishan F.C.,Shandong Luneng Taishan F.C.,Jinan Olympic Sports Center Stadium,36.656646,117.110052
Shanghai SIPG F.C.,Shanghai SIPG F.C.,Shanghai Stadium,31.1835,121.437278
Shanghai Shenxin F.C.,Shanghai Shenxin F.C.,Yuanshen Sports Centre Stadium,31.233425,121.531683
Sharjah FC,Sharjah FC,Sharjah Stadium,25.33320556,55.41957222
Sheffield United F.C.,Sheffield United F.C.,Bramall Lane,53.37027778,-1.470833333
Sheffield Wednesday F.C.,Sheffield Wednesday F.C.,Hillsborough Stadium,53.41138889,-1.500555555
Shenzhen F.C.,Shenzhen F.C.,Shenzhen Stadium,22.562175,114.086989
Sheriff ,FC Sheriff Tiraspol,Sheriff Stadium,46.838333,29.5575
Shijiazhuang Tiangong,Shijiazhuang Tiangong,Yutong International Sports Center,38.041327,114.529086
Shimizu S-Pulse,Shimizu S-Pulse,Outsourcing Stadium Nihondaira,34.984444,138.481111
Shinnik ,FC Shinnik Yaroslavl,Shinnik Stadium,57.628729,39.867486
Silkeborg IF,Silkeborg IF,Silkeborg Stadion,56.15777778,9.55305556
Sint-Truiden ,Sint-Truidense V.V.,Stayen,50.813611,5.165278
Tarxien ,Tarxien Rainbows F.C.,Ta' Qali National Stadium,35.89486389,14.41537222
Siroki Brijeg ,NK Široki Brijeg,Stadion Pecara,43.3787,17.598
Slavia Prague ,SK Slavia Prague,Sinobo Stadium,50.066944,14.471389
Slavia Prague B ,SK Slavia Prague,Sinobo Stadium,50.066944,14.471389
Sliema Wander. ,Sliema Wanderers F.C.,Ta' Qali National Stadium,35.89486389,14.41537222
Slo. Bratislava ,FK ŠKP Inter Dúbravka Bratislava,Stadium ŠKP Inter Dúbravka,48.1758,17.0497
Slovan Liberec ,FC Slovan Liberec,Stadion u Nisy,50.776214,15.049972
Sogndal Fotball,Sogndal Fotball,Fosshaugane Campus,61.231983,7.085238
Southampton F.C. ,Southampton F.C.,St Mary's Stadium,50.90583333,-1.39111111
Southend United ,Southend United F.C.,Roots Hall,51.549,0.701556
SpVgg Greuther Fürth,SpVgg Greuther Fürth,Trolli Arena,49.486944,10.999167
Sparta Praha ,FC Sparta Michigan,Wisner Stadium,42.6483,-83.3068
Sparta Rotterdam,Sparta Rotterdam,Sparta Stadion Het Kasteel,51.919444,4.433333
Spartak Moscow,Spartak Moscow,Otkrytie Arena,55.8175,37.435556
Tambov ,Spartak Moscow,Otkrytie Arena,55.8175,37.435556
Spartak Nalchik ,PFC Spartak Nalchik,Spartak Stadium,43.469537,43.590338
Spartak Trnava ,FC Spartak Trnava,Štadión Antona Malatinského,48.373333,17.591667
Spezia Calcio ,Spezia Calcio,Stadio Alberto Picco,44.102222,9.808611
Sport Club Corinthians Alagoano,Sport Club Corinthians Alagoano,Nelsão,-9.554167,-35.75
Sport Club do Recife,Sport Club do Recife,Estádio Ilha do Retiro,-8.062952777,-34.90298056
Sport Clube Beira Mar do Tarrafal,Mixto Esporte Clube,Verdão,-15.603056,-56.120556
Sport Recife ,Sport Club do Recife,Estádio Ilha do Retiro,-8.062952777,-34.90298056
Sporting CP,Sporting CP,Estádio José Alvalade,38.76119444,-9.160783333
Sporting Cristal,Sporting Cristal,Estadio Alberto Gallardo,-12.038,-77.045
Sporting Gijón ,Sporting Gijón,El Molinón-Enrique Castro Quini,43.536111,-5.637222
Sporting Kansas City,Sporting Kansas City,Children's Mercy Park,39.1218,-94.8237
St. Johnstone F.C.,St. Johnstone F.C.,McDiarmid Park,56.409686,-3.476928
St. Mirren F.C.,St. Mirren F.C.,St. Mirren Park,55.850556,-4.443889
Stabæk Fotball,Stabæk Fotball,Nadderud Stadion,59.921111,10.581111
Stade Brestois 29,Stade Brestois 29,Stade Francis-Le Blé,48.402932,-4.461694
Stade Rennais ,Stade Rennais F.C.,Roazhon Park,48.10747222,-1.712861111
Stade de Reims,Stade de Reims,Stade Auguste Delaune,49.246667,4.025
Standard Liège ,Standard Liège,Stade Maurice Dufrasne,50.609908,5.543344
Stoke City F.C.,Stoke City F.C.,Britannia Stadium,52.98833333,-2.175555555
Strømsgodset Toppfotball,Manglerud Star Toppfotball,Lambertseter Stadion,59.871461,10.819172
Sunderland A.F.C.,Sunderland A.F.C.,Stadium of Light,54.9144,-1.3882
SuperSport United F.C.,SuperSport United F.C.,Lucas Masterpieces Moripe Stadium,-25.775919,28.072869
Suwon Samsung Bluewings,Suwon Samsung Bluewings,Suwon World Cup Stadium,37.286421,127.036855
Swansea City A.F.C. ,Swansea City A.F.C.,Liberty Stadium,51.6422,-3.9351
Swindon Town ,Swindon Town F.C.,"County Ground, Swindon",51.564444,-1.770556
Sydney FC,Sydney FC,Sydney Football Stadium,-33.88916667,151.2252778
São Paulo FC,São Paulo FC,Estádio do Morumbi,-23.600125,-46.72015556
SønderjyskE Fodbold,SønderjyskE Fodbold,Sydbank Park,55.261359,9.487791
TSV 1860 München,TSV 1860 München,Grünwalder Stadion,48.110833,11.574444
Tala'ea El-Gaish SC,Tala'ea El-Gaish SC,Cairo Military Academy Stadium,30.1111,31.3676
Tampines Rovers ,Tampines Rovers FC,Clementi Stadium,1.309845,103.763015
Tanque Sisley ,El Tanque Sisley,Estadio Victor Della Valle,-34.87235,-56.057325
Termalica ,Associação Desportiva Recreativa e Cultural Icasa,Estádio Mauro Sampaio,-7.2242,-39.3178
Ternana ,Ternana Calcio,Stadio Libero Liberati,42.562222,12.635278
nan,Ternana Calcio,Stadio Libero Liberati,42.562222,12.635278
Thonon Évian ,Evian Thonon Gaillard F.C.,"Parc des Sports, Annecy",45.917081,6.120092
Tianjin Teda F.C.,Tianjin Teda F.C.,TEDA Football Stadium,39.030519,117.719
Tigres UANL,Tigres UANL,Universitary Stadium,25.72280556,-100.3120556
Tokyo Verdy,Tokyo Verdy,Ajinomoto Stadium,35.664278,139.527139
Torino F.C. ,Torino F.C.,Stadio Olimpico Grande Torino,45.041667,7.65
Toronto FC,Toronto FC,BMO Field,43.632778,-79.418611
