Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Jan 3, 2017",Daniel Bessa,23,Central Midfield,Italy,"
Inter ", Serie A ,"
Hellas Verona ",,"2,20 mil. €","1,20 mil. €"
"Jan 3, 2017",Joan Oumari,28,Centre-Back,Lebanon,"
Sivasspor ", 1.Lig ,"
Al-Nasr ",,700 K €,"1,00 mil. €"
"Jan 3, 2017",Ethan Horvath,21,Goalkeeper,United States,"
Molde FK ", Eliteserien ,"
Club Brugge ",,600 K €,"1,00 mil. €"
"Jan 3, 2017",Jonathan Mensah,26,Centre-Back,Ghana,"
Anzhi ", Premier Liga ,"
Columbus Crew ",,400 K €,500 K €
"Jan 3, 2017",Francesco Mele,18,Defensive Midfield,Italy,"
Pescara U19 ", Primavera B ,"
Torino U19 ",,100 K €,200 K €
"Jan 3, 2017",Stephen Sama,23,Centre-Back,Germany,"
VfB Stuttgart ", 2. Bundesliga ,"
Greuther Fürth ",,300 K €,100 K €
"Jan 3, 2017",Max Besuschkow,19,Central Midfield,Germany,"
Stuttgart II ", Regionalliga Südwest ,"
E. Frankfurt ",,400 K €,100 K €
"Jan 3, 2017",Marcelinho Paraíba,41,Attacking Midfield,Brazil,"
Inter de Lages ", Brazil		,"
Treze FC ",,500 K €,Free transfer
"Jan 3, 2017",Fabián Carini,37,Goalkeeper,Uruguay,"
Juventud ", Primera División ,"
Wanderers ",,75 K €,Free transfer
"Jan 3, 2017",Guglielmo Stendardo,35,Centre-Back,Italy,"
Atalanta ", Serie A ,"
Pescara ",,300 K €,Free transfer
"Jan 3, 2017",Krste Velkoski,28,Second Striker,North Macedonia,"
Incheon Utd. ", K League 1 ,"
Swat Cat ",,"1,00 mil. €",Free transfer
"Jan 3, 2017",Dong-jin Kim,34,Left-Back,"Korea, South","
Seoul E-Land ", K League 2 ,"
Kitchee ",,500 K €,Free transfer
"Jan 3, 2017",Keith Keane,30,Defensive Midfield,Ireland,"
Cambridge Utd. ", League Two ,"
Rochdale ",,150 K €,Free transfer
"Jan 3, 2017",Predrag Pavlovic,30,Left Midfield,Serbia,"
Suduva ", A Lyga ,"
Mladost ",,300 K €,Free transfer
"Jan 3, 2017",Ho Lee,32,Defensive Midfield,"Korea, South","
Jeonbuk Motors ", K League 1 ,"
Muangthong Utd. ",,500 K €,Free transfer
"Jan 4, 2017",Timothée Kolodziejczak,25,Centre-Back,France,"
Sevilla FC ", LaLiga ,"
Bor. M'gladbach ",,"7,00 mil. €","7,50 mil. €"
"Jan 4, 2017",Rudy Gestede,28,Centre-Forward,Benin,"
Aston Villa ", Championship ,"
Middlesbrough ",,"7,00 mil. €","7,10 mil. €"
"Jan 4, 2017",Iago Falque,27,Right Winger,Spain,"
AS Roma ", Serie A ,"
Torino ",,"8,50 mil. €","6,00 mil. €"
"Jan 4, 2017",Clément Lenglet,21,Centre-Back,France,"
AS Nancy ", Ligue 1 ,"
Sevilla FC ",,"2,50 mil. €","5,40 mil. €"
"Jan 4, 2017",Marcelo Hermes,22,Left-Back,Brazil,"
Grêmio ", Série A ,"
Benfica ",,500 K €,"2,91 mil. €"
"Jan 4, 2017",Milan Djuric,26,Centre-Forward,Bosnia-Herzegovina,"
Cesena ", Serie B ,"
Bristol City ",,"1,00 mil. €","1,80 mil. €"
"Jan 4, 2017",Irfan Can Kahveci,21,Central Midfield,Turkey,"
Genclerbirligi ", Süper Lig ,"
Basaksehir ",,"2,50 mil. €","1,61 mil. €"
"Jan 4, 2017",Lee Grant,33,Goalkeeper,England,"
Derby ", Championship ,"
Stoke City ",,500 K €,"1,50 mil. €"
"Jan 4, 2017",Emmanuel Mas,27,Left-Back,Argentina,"
San Lorenzo ", Superliga ,"
Trabzonspor ",,"4,00 mil. €","1,50 mil. €"
"Jan 4, 2017",Gerso,25,Left Winger,Guinea-Bissau,"
Belenenses SAD ", Liga NOS ,"
Kansas ",,"1,25 mil. €","1,50 mil. €"
"Jan 4, 2017",Samuel Kalu,19,Right Winger,Nigeria,"
AS Trencin ", Fortuna Liga ,"
KAA Gent ",,200 K €,"1,00 mil. €"
"Jan 4, 2017",Artur Jedrzejczyk,29,Centre-Back,Poland,"
Krasnodar ", Premier Liga ,"
Legia Warszawa ",,"4,00 mil. €",900 K €
"Jan 4, 2017",Enoch Kofi Adu,26,Defensive Midfield,Ghana,"
Malmö FF ", Allsvenskan ,"
Akhisarspor ",,"1,20 mil. €",600 K €
"Jan 4, 2017",João Pereira,32,Right-Back,Portugal,"
Sporting CP ", Liga NOS ,"
Trabzonspor ",,"1,50 mil. €",300 K €
"Jan 4, 2017",Jens Hegeler,28,Central Midfield,Germany,"
Hertha BSC ", Bundesliga ,"
Bristol City ",,"1,00 mil. €",300 K €
"Jan 4, 2017",Lazaros Lamprou,19,Left Winger,Greece,"
Iraklis ", Super League 1 ,"
PAOK Salonika ",,350 K €,300 K €
"Jan 4, 2017",Cesare Bovo,33,Centre-Back,Italy,"
Torino ", Serie A ,"
Pescara ",,500 K €,100 K €
"Jan 4, 2017",Shamit Shome,19,Central Midfield,Canada,"
FC Edmonton ", NASL Fall Championship ,"
Gen. Adidas ",,200 K €,46 K €
"Jan 4, 2017",Egemen Korkmaz,34,Centre-Back,Turkey,"
FC Wil 1900 ", Challenge League ,"
Basaksehir ",,450 K €,Free transfer
"Jan 4, 2017",Fahri Tatan,33,Defensive Midfield,Turkey,"
BB Erzurumspor ", 2.Lig Beyaz ,"
Sakaryaspor ",,100 K €,Free transfer
"Jan 4, 2017",Josef Cinar,32,Centre-Back,Germany,"
Gaziantep FK ", 1.Lig ,"
Eintracht Trier ",,100 K €,Free transfer
"Jan 4, 2017",Luke Varney,34,Left Winger,England,"
Ipswich ", Championship ,"
Burton Albion ",,350 K €,Free transfer
"Jan 4, 2017",Oleksandr Rybka,29,Goalkeeper,Ukraine,"
Dynamo Kyiv ", Premier Liga ,"
Karabükspor ",,500 K €,Free transfer
"Jan 4, 2017",Mario Breska,37,Right Winger,Slovakia,"
Topolcany ", Slovakia		,"
Svaty Jur ",,400 K €,Free transfer
"Jan 4, 2017",Platon Karakatsanis,31,Left Winger,Greece,"
APE Lagada ", Greece		,"
Ap. Larisas ",,175 K €,Free transfer
"Jan 5, 2017",Yunus Malli,24,Attacking Midfield,Turkey,"
1.FSV Mainz 05 ", Bundesliga ,"
VfL Wolfsburg ",,"10,00 mil. €","12,50 mil. €"
"Jan 5, 2017",Ademola Lookman,19,Left Winger,England,"
Charlton ", League One ,"
Everton ",,"1,50 mil. €","8,80 mil. €"
"Jan 5, 2017",Matej Mitrovic,23,Centre-Back,Croatia,"
HNK Rijeka ", 1.HNL ,"
Besiktas ",,"3,00 mil. €","4,20 mil. €"
"Jan 5, 2017",Leonardo Morosini,21,Attacking Midfield,Italy,"
Brescia ", Serie B ,"
Genoa ",,"2,20 mil. €","2,50 mil. €"
"Jan 5, 2017",Carlos Strandberg,20,Centre-Forward,Sweden,"
CSKA Moscow ", Premier Liga ,"
Club Brugge ",,"1,00 mil. €","1,50 mil. €"
"Jan 5, 2017",Francisco Vera,22,Centre-Forward,Paraguay,"
Benfica B ", Liga Pro ,"
Rubio Ñú ",,350 K €,"1,50 mil. €"
"Jan 5, 2017",Richárd Guzmics,29,Centre-Back,Hungary,"
Wisla Kraków ", Ekstraklasa ,"
YB Funde ",,850 K €,"1,00 mil. €"
"Jan 5, 2017",Michael Estrada,20,Centre-Forward,Ecuador,"
CD Macará ", Serie A Segunda Etapa ,"
Independiente ",,"1,60 mil. €",470 K €
"Jan 5, 2017",Andrea Beghetto,22,Left Midfield,Italy,"
SPAL ", Serie B ,"
Genoa ",,600 K €,350 K €
"Jan 5, 2017",Jan Holenda,31,Centre-Forward,Czech Republic,"
Viktoria Plzen ", Fortuna Liga ,"
Dukla Prague ",,500 K €,250 K €
"Jan 5, 2017",Mikael Soisalo,18,Right Winger,Finland,"
Ilves ", Veikkausliiga ,"
Boro U23 ",,250 K €,200 K €
"Jan 5, 2017",Ki-uk Hwang,20,Defensive Midfield,"Korea, South","
Yonsei Univ. "," Korea, South		","
FC Seoul ",,25 K €,draft
"Jan 5, 2017",Engin Baytar,33,Central Midfield,Turkey,"
BB Erzurumspor ", 2.Lig Beyaz ,"
Istanbulspor ",,100 K €,Free transfer
"Jan 5, 2017",John Rankin,33,Central Midfield,Scotland,"
Falkirk FC ", Championship ,"
Queen o. t. S. ",,275 K €,Free transfer
"Jan 5, 2017",Shaun Harrad,32,Centre-Forward,England,"
Wrexham ", National League ,"
Torquay United ",,150 K €,Free transfer
"Jan 5, 2017",Dimitrios Arvanitis,36,Centre-Back,Greece,"
Panelefsiniakos ", Football League ,"
Ast. Amaliadas ",,250 K €,Free transfer
"Jan 5, 2017",Christos Mingas,32,Right Midfield,Greece,"
AO Trikala ", Football League ,"
Ergotelis ",,250 K €,Free transfer
"Jan 5, 2017",Juan Arango,36,Left Midfield,Venezuela,"
NY Cosmos ", NASL Fall Championship ,"
Zulia FC ",,"1,00 mil. €",Free transfer
"Jan 5, 2017",Leandro Gracián,34,Attacking Midfield,Argentina,"
Rubio Ñú ", Paraguay		,"
San Martín (T) ",,300 K €,Free transfer
"Jan 5, 2017",Daniel Larsson,29,Left Winger,Sweden,"
Without Club ",,"
Akhisarspor ",,"1,60 mil. €",Free transfer
"Jan 5, 2017",Byeong-guk Jo,35,Centre-Back,"Korea, South","
Incheon Utd. ", K League 1 ,"
Gyeongnam FC ",,350 K €,Free transfer
"Jan 5, 2017",Chikashi Masuda,31,Central Midfield,Japan,"
Ulsan Hyundai ", K League 1 ,"
Sharjah FC ",,750 K €,Free transfer
"Jan 5, 2017",Andrea Ferretti,30,Centre-Forward,Italy,"
Trapani ", Serie B ,"
Feralpisalò ",,350 K €,Free transfer
"Jan 5, 2017",Gavin Gunning,25,Centre-Back,Ireland,"
Morton ", Championship ,"
Grimsby Town ",,250 K €,Free transfer
"Jan 5, 2017",Yosimar Arias,30,Attacking Midfield,Costa Rica,"
Herediano ", Clausura Segunda Phase ,"
Sonsonate ",,150 K €,Free transfer
"Jan 6, 2017",Markus Henriksen,24,Central Midfield,Norway,"
AZ Alkmaar ", Eredivisie ,"
Hull City ",,"5,00 mil. €","5,30 mil. €"
"Jan 6, 2017",Nordi Mukiele,19,Right-Back,France,"
Stade Lavallois ", Ligue 2 ,"
Montpellier ",,800 K €,"1,50 mil. €"
"Jan 6, 2017",Morgan Fox,23,Left-Back,Wales,"
Charlton ", League One ,"
Sheff Wed ",,400 K €,820 K €
"Jan 6, 2017",Kosuke Ota,29,Left-Back,Japan,"
Vitesse ", Eredivisie ,"
FC Tokyo ",,"1,25 mil. €",750 K €
"Jan 6, 2017",Pokklaw Anan,25,Central Midfield,Thailand,"
Chonburi FC ", Thai League ,"
Bangkok Utd. ",,200 K €,530 K €
"Jan 6, 2017",Vedran Jugovic,27,Central Midfield,Croatia,"
HNK Rijeka ", 1.HNL ,"
Jeonnam Dragons ",,"1,00 mil. €",500 K €
"Jan 6, 2017",Tomas Hajek,25,Centre-Back,Czech Republic,"
FC Zlin ", Fortuna Liga ,"
Viktoria Plzen ",,600 K €,500 K €
"Jan 6, 2017",Albert Rusnák,22,Attacking Midfield,Slovakia,"
FC Groningen ", Eredivisie ,"
Salt Lake ",,"1,75 mil. €",435 K €
"Jan 6, 2017",Colin Kazim-Richards,30,Centre-Forward,Turkey,"
Coritiba FC ", Série A ,"
Corinthians ",,"2,25 mil. €",295 K €
"Jan 6, 2017",Harlem Gnohéré,28,Centre-Forward,France,"
Dinamo Bukarest ", Liga 1 - Championship group ,"
FCSB ",,900 K €,250 K €
"Jan 6, 2017",Carlinhos,22,Attacking Midfield,Brazil,"
Monte Azul-SP ", Brazil		,"
Estoril ",,450 K €,180 K €
"Jan 6, 2017",Guy Demel,35,Right-Back,Cote d'Ivoire,"
Athl. Marseille ", Championnat National ,"
Red Star FC ",,400 K €,Free transfer
"Jan 6, 2017",Bertrand Robert,33,Left Winger,Réunion,"
Panthrakikos ", Football League ,"
AO Trikala ",,300 K €,Free transfer
"Jan 6, 2017",Manuel José,35,Right Winger,Portugal,"
Leixões ", Playoffs Degradation Ledman/Prio ,"
Gondomar ",,75 K €,Free transfer
"Jan 6, 2017",Izale McLeod,32,Centre-Forward,England,"
Corby Town ", England		,"
Wrexham ",,250 K €,Free transfer
"Jan 6, 2017",Davide Succi,35,Centre-Forward,Italy,"
Chennaiyin FC ", India		,"
Forlì ",,100 K €,Free transfer
"Jan 6, 2017",Jordan Remacle,29,Right Winger,Belgium,"
Royal Antwerp ", Proximus League ,"
RSC Charleroi ",,700 K €,Free transfer
"Jan 6, 2017",John Mikel Obi,29,Defensive Midfield,Nigeria,"
Chelsea ", Premier League ,"
TJ Teda ",,"11,00 mil. €",Free transfer
"Jan 6, 2017",Jesús Dátolo,32,Attacking Midfield,Argentina,"
Atlético-MG ", Série A ,"
EC Vitória ",,"2,50 mil. €",Free transfer
"Jan 6, 2017",Renan Marques,33,Centre-Forward,Brazil,"
Sukhothai FC ", Thai League ,"
Chonburi FC ",,150 K €,Free transfer
"Jan 6, 2017",Kevin Foley,32,Right-Back,Ireland,"
Charlton ", League One ,"
Coventry ",,750 K €,Free transfer
"Jan 6, 2017",Frazer Wright,37,Centre-Back,Scotland,"
Dumbarton FC ", Championship ,"
Stirling ",,200 K €,Free transfer
"Jan 6, 2017",Jon Parkin,35,Centre-Forward,England,"
Newport County ", League Two ,"
York City ",,150 K €,Free transfer
"Jan 6, 2017",Johannes Flum,29,Central Midfield,Germany,"
E. Frankfurt ", Bundesliga ,"
FC St. Pauli ",,"1,00 mil. €",Free transfer
"Jan 6, 2017",Scott Flinders,30,Goalkeeper,England,"
York City ", National League ,"
Macclesfield ",,200 K €,Free transfer
"Jan 7, 2017",Dominik Nagy,21,Left Winger,Hungary,"
Ferencváros ", NB I. ,"
Legia Warszawa ",,"1,00 mil. €","1,00 mil. €"
"Jan 7, 2017",Fabián Castillo,24,Left Winger,Colombia,"
FC Dallas	 ", MLS ,"
Trabzonspor ",,"1,20 mil. €",950 K €
"Jan 7, 2017",Hugo Vieira,28,Centre-Forward,Portugal,"
Red Star ", Super liga Srbije ,"
Yokohama F. M. ",,"2,00 mil. €",500 K €
"Jan 7, 2017",Charles Itandje,34,Goalkeeper,Cameroon,"
Gaziantepspor ", Süper Lig ,"
Adanaspor ",,"1,50 mil. €",Free transfer
"Jan 7, 2017",Daiki Iwamasa,34,Centre-Back,Japan,"
Fagiano Okayama ", J2 League ,"
Tokyo United ",,700 K €,Free transfer
"Jan 7, 2017",Giancarlo Maldonado,34,Centre-Forward,Venezuela,"
Táchira ", Torneo Clausura ,"
Oaxaca ",,300 K €,Free transfer
"Jan 7, 2017",Lee Hildreth,28,Attacking Midfield,England,"
Tamworth ", England		,"
Barwell ",,50 K €,Free transfer
"Jan 7, 2017",Sisinio,30,Attacking Midfield,Spain,"
Veria NPS ", Super League 1 ,"
FC Gifu ",,450 K €,Free transfer
"Jan 7, 2017",Lex Immers,30,Attacking Midfield,Netherlands,"
Cardiff ", Championship ,"
Club Brugge ",,"2,00 mil. €",Free transfer
"Jan 7, 2017",Renan,27,Goalkeeper,Brazil,"
Avaí FC ", Série A ,"
Ludogorets ",,850 K €,Free transfer
"Jan 7, 2017",Adrian Schneider,25,Centre-Back,Germany,"
Eintracht Trier ", Regionalliga Südwest ,"
Wattenscheid 09 ",,125 K €,Free transfer
"Jan 7, 2017",Toshihiro Matsushita,33,Central Midfield,Japan,"
Yokohama FC ", J2 League ,"
Kagoshima Utd. ",,700 K €,Free transfer
"Jan 7, 2017",Yoshizumi Ogawa,32,Right Midfield,Japan,"
Nagoya Grampus ", J2 League ,"
Sagan Tosu ",,600 K €,Free transfer
"Jan 7, 2017",Víctor Cartagena,34,Centre-Back,Peru,"
Sport Ancash ", Peru		,"
Sport Victoria ",,200 K €,Free transfer
"Jan 7, 2017",Tayfun Onat,31,Goalkeeper,Turkey,"
Alasehir Bld ", Turkey		,"
Didim Belediye ",,25 K €,Free transfer
"Jan 7, 2017",Deivydas Matulevicius,27,Centre-Forward,Lithuania,"
FC Botosani ", Liga 1 - Relegation group ,"
Mouscron ",,350 K €,Free transfer
"Jan 7, 2017",Tatá,30,Second Striker,Brazil,"
Avaí FC ", Série A ,"
Al Kharitiyat ",,200 K €,Free transfer
"Jan 7, 2017",Ramiro Bruschi,35,Centre-Forward,Uruguay,"
Heredia ", Guatemala		,"
Olanchano ",,100 K €,Free transfer
"Jan 7, 2017",Iago Beceiro,23,Centre-Forward,Spain,"
Navalcarnero ", 2ª B - Grupo II ,"
CD Barco ",,100 K €,Free transfer
"Jan 7, 2017",Hernán Novick,28,Attacking Midfield,Uruguay,"
Peñarol ", Primera División ,"
Guaraní ",,500 K €,Free transfer
"Jan 7, 2017",Shingo Arizono,31,Centre-Back,Japan,"
Machida Zelvia ", J2 League ,"
Blaublitz Akita ",,150 K €,Free transfer
"Jan 7, 2017",Pablo Rodríguez,31,Centre-Forward,Spain,"
Madura United ", Liga 1 ,"
Hougang Utd. ",,50 K €,Free transfer
"Jan 7, 2017",Alaeddine Abbès,26,Attacking Midfield,Tunisia,"
O.Beja ", Ligue I Pro ,"
JS Kairouan ",,275 K €,Free transfer
"Jan 7, 2017",Mehdi Jafarpour,32,Right-Back,Iran,"
Gol Gohar ", Azadegan League ,"
FC Nassaji M. ",,100 K €,Free transfer
"Jan 7, 2017",Hassen Harbaoui,29,Left Winger,Tunisia,"
O.Beja ", Ligue I Pro ,"
US Ben Guerdane ",,275 K €,Free transfer
"Jan 8, 2017",Haibin Zhou,31,Defensive Midfield,China,"
TJ Teda ", Super League ,"
SD Luneng ",,275 K €,685 K €
"Jan 8, 2017",Matteo Scozzarella,28,Defensive Midfield,Italy,"
Trapani ", Serie B ,"
Parma ",,400 K €,280 K €
"Jan 8, 2017",Slobodan Vuk,27,Centre-Forward,Slovenia,"
NK Domzale ", Prva Liga ,"
Tromsø IL ",,400 K €,220 K €
"Jan 8, 2017",Eirik Schulze,24,Central Midfield,Norway,"
Sandnes Ulf ", OBOS-ligaen ,"
Sogndal IL ",,200 K €,165 K €
