Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Jul 27, 2007",Thomas Stadler,21,Centre-Forward,Austria,"
Waidhofen ", Regional League East ,"
Aussee ",,50 K €,Free transfer
"Jul 27, 2007",Dominik Seiwald,21,Goalkeeper,Austria,"
SCR Altach ", Bundesliga ,"
Aussee ",,50 K €,Free transfer
"Jul 27, 2007",Alaixys Romao,23,Defensive Midfield,Togo,"
Louh.-Cuiseaux ", France		,"
Grenoble ",,600 K €,Free transfer
"Jul 27, 2007",Raphael Reifeltshammer,20,Centre-Back,Austria,"
A. Lustenau ", 2. Liga ,"
SV Kapfenberg ",,50 K €,Free transfer
"Jul 27, 2007",Pavao Pervan,19,Goalkeeper,Austria,"
SV Schwechat ", Regional League East ,"
FC Lustenau ",,50 K €,Free transfer
"Jul 27, 2007",Vilmos Vanczák,24,Centre-Back,Hungary,"
Újpest FC ", NB I. ,"
FC Sion ",,500 K €,?
"Jul 27, 2007",Orhan Kosulu,26,Defensive Midfield,Turkey,"
Nazilli Bld. ", Turkey		,"
Tepecik Spor ",,50 K €,?
"Jul 27, 2007",Manuel Salomon,19,Left Winger,Austria,"
Young Violets ", 2. Liga ,"
FC Lustenau ",,50 K €,?
"Jul 27, 2007",Butrint Vishaj,20,Midfielder,Austria,"
Without Club ",,"
Schwanenstadt ",,200 K €,-
"Jul 28, 2007",Roque Santa Cruz,25,Centre-Forward,Paraguay,"
Bayern Munich  ", Bundesliga ,"
Blackburn ",,"3,00 mil. €","5,00 mil. €"
"Jul 28, 2007",Michael Delura,22,Right Winger,Germany,"
FC Schalke 04 ", Bundesliga ,"
Panionios ",,"1,20 mil. €",250 K €
"Jul 28, 2007",Alexander Hörtnagl,26,Central Midfield,Austria,"
WSG Tirol ", Regionalliga West ,"
Aussee ",,50 K €,Free transfer
"Jul 28, 2007",Thomas Burgstaller,27,Centre-Back,Austria,"
Rapid Vienna ", Bundesliga ,"
FC Lustenau ",,200 K €,Free transfer
"Jul 28, 2007",Filipe Morais,21,Right Winger,Portugal,"
Millwall ", League One ,"
Hibernian FC ",,100 K €,Free transfer
"Jul 28, 2007",Emil Hallfredsson,23,Central Midfield,Iceland,"
FK Lyn ", Eliteserien ,"
Reggina ",,350 K €,?
"Jul 28, 2007",Emydio,24,Centre-Forward,Brazil,"
Jaciara ", Brazil		,"
Aussee ",,50 K €,?
"Jul 29, 2007",Óscar Ustari,21,Goalkeeper,Argentina,"
Independiente ", Torneo Final ,"
Getafe ",,"6,00 mil. €","6,00 mil. €"
"Jul 29, 2007",Lee Peltier,20,Right-Back,England,"
Liverpool U23 ", England		,"
Yeovil Town ",,200 K €,235 K €
"Jul 30, 2007",Lincoln,28,Attacking Midfield,Brazil,"
FC Schalke 04 ", Bundesliga ,"
Galatasaray ",,"8,50 mil. €","5,00 mil. €"
"Jul 30, 2007",Darel Russell,26,Defensive Midfield,England,"
Stoke City ", Championship ,"
Norwich ",,450 K €,900 K €
"Jul 30, 2007",Elyasa Süme,23,Centre-Back,Turkey,"
Diyarbakirspor ", 1.Lig ,"
Ankaragücü ",,350 K €,Free transfer
"Jul 30, 2007",Johannes Grissmann,24,Centre-Back,Austria,"
SV Höngg ", 2. Liga Inter - Gr. 4 ,"
SV Lochau ",,100 K €,Free transfer
"Jul 30, 2007",Erhan Namli,33,Attacking Midfield,Turkey,"
Boluspor ", 1.Lig ,"
Sanliurfaspor  ",,750 K €,Free transfer
"Jul 30, 2007",Mustafa Uysal,23,Goalkeeper,Turkey,"
Eyüpspor ", Turkey		,"
Karagümrük ",,50 K €,Free transfer
"Jul 30, 2007",Ismaël Bouzid,24,Centre-Back,Algeria,"
1.FC K'lautern ", 2. Bundesliga ,"
Galatasaray ",,800 K €,Free transfer
"Jul 30, 2007",Tolga Dogantez,32,Centre-Back,Turkey,"
C. Rizespor ", Süper Lig ,"
Genclerbirligi ",,800 K €,Free transfer
"Jul 30, 2007",Edin Salkic,18,Centre-Forward,Austria,"
Young Violets ", 2. Liga ,"
Wienerberg ",,75 K €,Free transfer
"Jul 30, 2007",Burhan Eser,22,Right Midfield,Turkey,"
Diyarbakirspor ", 1.Lig ,"
Genclerbirligi ",,100 K €,Free transfer
"Jul 30, 2007",Hasan Gültang,34,Goalkeeper,Turkey,"
Afyonkarahisar ", Turkey		,"
BAK FK ",,50 K €,?
"Jul 30, 2007",Peter Krakovsky,28,Midfielder,Slovakia,"
VSS Kosice ", Fortuna Liga ,"
SV Kapfenberg ",,50 K €,?
"Jul 31, 2007",Nery Castillo,23,Right Winger,Mexico,"
Olympiacos ", Super League 1 ,"
Shakhtar D. ",,"3,00 mil. €","15,00 mil. €"
"Jul 31, 2007",Giuseppe Rossi,20,Centre-Forward,Italy,"
Man Utd ", Premier League ,"
Villarreal ",,"6,50 mil. €","10,00 mil. €"
"Jul 31, 2007",Freddy Adu,18,Attacking Midfield,United States,"
Salt Lake ", MLS ,"
Benfica ",,"1,50 mil. €","1,50 mil. €"
"Jul 31, 2007",Boban Stojanovic,28,Right Winger,Serbia,"
Red Star ", Super liga Srbije ,"
UTA Arad ",,500 K €,125 K €
"Jul 31, 2007",Oliver Barth,27,Centre-Back,Germany,"
F. Düsseldorf ", Regionalliga Nord ,"
SC Freiburg ",,275 K €,Free transfer
"Jul 31, 2007",Köksal Yedek,22,Attacking Midfield,Turkey,"
Kayserispor ", Süper Lig ,"
K. Erciyesspor ",,250 K €,Free transfer
"Jul 31, 2007",Davor Karacic,19,Midfielder,Bosnia-Herzegovina,"
Siroki Brijeg ", Premijer Liga ,"
HNK Brotnjo Citluk ",,50 K €,?
"Jul 31, 2007",Michal Miskiewicz,18,Goalkeeper,Poland,"
MZKS Alwernia ", Poland		,"
Milan U19 ",,50 K €,?
"Aug 1, 2007",Arjen Robben,23,Right Winger,Netherlands,"
Chelsea ", Premier League ,"
Real Madrid ",,"22,80 mil. €","35,00 mil. €"
"Aug 1, 2007",Manuel Fernandes,21,Attacking Midfield,Portugal,"
Benfica ", Liga NOS ,"
Valencia ",,"8,50 mil. €","18,00 mil. €"
"Aug 1, 2007",Nikola Zigic,26,Centre-Forward,Serbia,"
Racing ", LaLiga ,"
Valencia ",,"10,00 mil. €","14,00 mil. €"
"Aug 1, 2007",Javier Arizmendi,23,Centre-Forward,Spain,"
Dep. La Coruña ", LaLiga ,"
Valencia ",,"6,00 mil. €","12,00 mil. €"
"Aug 1, 2007",Julien Faubert,24,Right-Back,Martinique,"
G. Bordeaux ", Ligue 1 ,"
West Ham ",,"10,50 mil. €","9,15 mil. €"
"Aug 1, 2007",Kenwyne Jones,22,Centre-Forward,Trinidad and Tobago,"
Southampton ", Championship ,"
Sunderland ",,"1,60 mil. €","9,00 mil. €"
"Aug 1, 2007",Mido,24,Centre-Forward,Egypt,"
Spurs ", Premier League ,"
Middlesbrough ",,"5,90 mil. €","8,80 mil. €"
"Aug 1, 2007",José Enrique,21,Left-Back,Spain,"
Villarreal ", LaLiga ,"
Newcastle ",,800 K €,"8,70 mil. €"
"Aug 1, 2007",Valeri Bojinov,21,Centre-Forward,Bulgaria,"
Fiorentina ", Serie A ,"
Man City ",,"9,75 mil. €","8,00 mil. €"
"Aug 1, 2007",Albert Luque,29,Left Winger,Spain,"
Newcastle ", Premier League ,"
Ajax ",,"4,80 mil. €","8,00 mil. €"
"Aug 1, 2007",Mémé Tchité,23,Centre-Forward,Burundi,"
RSC Anderlecht ", Jupiler Pro League ,"
Racing ",,"5,50 mil. €","7,50 mil. €"
"Aug 1, 2007",Grafite,28,Centre-Forward,Brazil,"
FC Le Mans ", Ligue 1 ,"
VfL Wolfsburg ",,"4,50 mil. €","7,50 mil. €"
"Aug 1, 2007",Mounir El Hamdaoui,23,Centre-Forward,Morocco,"
Willem II ", Eredivisie ,"
AZ Alkmaar ",,800 K €,"7,00 mil. €"
"Aug 1, 2007",Danny Koevermans,28,Centre-Forward,Netherlands,"
AZ Alkmaar ", Eredivisie ,"
PSV Eindhoven ",,"5,50 mil. €","6,90 mil. €"
"Aug 1, 2007",Ángel López,26,Right-Back,Spain,"
Celta de Vigo ", LaLiga2 ,"
Villarreal ",,"1,50 mil. €","6,00 mil. €"
"Aug 1, 2007",Juliano Belletti,31,Right-Back,Brazil,"
FC Barcelona ", LaLiga ,"
Chelsea ",,"4,50 mil. €","5,50 mil. €"
"Aug 1, 2007",Manuele Blasi,26,Central Midfield,Italy,"
Juventus ", Serie A ,"
SSC Napoli ",,"5,50 mil. €","5,05 mil. €"
"Aug 1, 2007",Nathan Ellington,26,Centre-Forward,England,"
West Brom ", Championship ,"
Watford ",,"3,50 mil. €","4,88 mil. €"
"Aug 1, 2007",Ebi Smolarek,26,Centre-Forward,Poland,"
Bor. Dortmund ", Bundesliga ,"
Racing ",,"4,50 mil. €","4,50 mil. €"
"Aug 1, 2007",Kenny Miller,27,Centre-Forward,Scotland,"
Celtic ", Premiership ,"
Derby ",,"1,25 mil. €","4,50 mil. €"
"Aug 1, 2007",Anderson,27,Centre-Back,Brazil,"
Benfica ", Liga NOS ,"
Olympique Lyon ",,"2,60 mil. €","4,30 mil. €"
"Aug 1, 2007",Gorka Iraizoz,26,Goalkeeper,Spain,"
Espanyol ", LaLiga ,"
Athletic ",,"1,40 mil. €","4,00 mil. €"
"Aug 1, 2007",Jan Polak,26,Defensive Midfield,Czech Republic,"
1.FC Nuremberg ", Bundesliga ,"
RSC Anderlecht ",,"4,00 mil. €","3,50 mil. €"
"Aug 1, 2007",Dady,25,Centre-Forward,Cape Verde,"
Belenenses SAD ", Liga NOS ,"
CA Osasuna ",,"1,00 mil. €","3,50 mil. €"
"Aug 1, 2007",Steven Whittaker,23,Right-Back,Scotland,"
Hibernian FC ", Premiership ,"
Rangers ",,750 K €,"3,00 mil. €"
"Aug 2, 2007",Alexandre Pato,17,Centre-Forward,Brazil,"
Internacional ", Série A ,"
AC Milan ",,"4,00 mil. €","24,00 mil. €"
"Aug 2, 2007",Vedran Corluka,21,Centre-Back,Croatia,"
Dinamo Zagreb ", 1.HNL ,"
Man City ",,"4,10 mil. €","13,00 mil. €"
"Aug 2, 2007",Nikola Gulan,18,Left-Back,Serbia,"
Partizan ", Super liga Srbije ,"
Fiorentina ",,250 K €,"2,80 mil. €"
"Aug 2, 2007",Richard Cresswell,29,Centre-Forward,England,"
Leeds ", League One ,"
Stoke City ",,"1,75 mil. €","1,00 mil. €"
"Aug 2, 2007",Diego Godín,21,Centre-Back,Uruguay,"
Nacional ", Uruguay		,"
Villarreal ",,500 K €,800 K €
"Aug 2, 2007",Bekir Gür,35,Centre-Back,Turkey,"
Basaksehir ", Süper Lig ,"
Darica GB ",,75 K €,Free transfer
"Aug 2, 2007",Pierre Webó,25,Centre-Forward,Cameroon,"
CA Osasuna ", LaLiga ,"
RCD Mallorca ",,"3,00 mil. €",Free transfer
"Aug 2, 2007",Cem Can,26,Right-Back,Turkey,"
Sivasspor ", Süper Lig ,"
Ankaragücü ",,"1,00 mil. €",?
"Aug 2, 2007",David Terrier,33,Defender,France,"
US Créteil ", France		,"
Retired ",,450 K €,-
"Aug 3, 2007",Alan Smith,26,Central Midfield,England,"
Man Utd ", Premier League ,"
Newcastle ",,"5,40 mil. €","9,00 mil. €"
"Aug 3, 2007",Franck Queudrue,28,Left-Back,France,"
Fulham ", Premier League ,"
Birmingham ",,"4,80 mil. €","3,75 mil. €"
"Aug 3, 2007",Liam Ridgewell,23,Centre-Back,England,"
Aston Villa ", Premier League ,"
Birmingham ",,"3,20 mil. €","3,00 mil. €"
"Aug 3, 2007",Daniel Braaten,25,Right Winger,Norway,"
Rosenborg BK ", Eliteserien ,"
Bolton ",,750 K €,750 K €
"Aug 3, 2007",Kevin Lisbie,28,Centre-Forward,Jamaica,"
Charlton ", Championship ,"
Colchester Utd. ",,"2,00 mil. €",Free transfer
"Aug 3, 2007",Ibrahim Yavuz,24,Right-Back,Turkey,"
Diyarbakirspor ", 1.Lig ,"
Mardinspor ",,600 K €,Free transfer
"Aug 3, 2007",Sedat Bas,28,Defensive Midfield,Turkey,"
Hatayspor ", Turkey		,"
Yozgatspor AS ",,50 K €,Free transfer
"Aug 3, 2007",Zafer Özgültekin,32,Goalkeeper,Turkey,"
Eskisehirspor ", 1.Lig ,"
Ankaragücü ",,850 K €,Free transfer
"Aug 3, 2007",Lionel Ainsworth,19,Right Midfield,England,"
Derby ", Premier League ,"
Hereford Utd. ",,50 K €,Free transfer
"Aug 3, 2007",Bora Körk,27,Goalkeeper,Turkey,"
Malatyaspor ", 1.Lig ,"
Sakaryaspor ",,500 K €,Free transfer
"Aug 3, 2007",Koray Cölgecen,22,Centre-Back,Turkey,"
Kocaelispor ", 1.Lig ,"
Kayserispor ",,100 K €,Free transfer
"Aug 3, 2007",Volkan Basyurt,27,Centre-Back,Turkey,"
Orduspor ", 1.Lig ,"
Sakaryaspor ",,100 K €,Free transfer
"Aug 3, 2007",Özgür Bayer,28,Centre-Back,Turkey,"
K. Erciyesspor ", 1.Lig ,"
Gaziantepspor ",,"1,25 mil. €",?
"Aug 3, 2007",Resit Katiskan,28,Forward,Turkey,"
Izmirspor ", Turkey		,"
Hatayspor ",,50 K €,?
"Aug 3, 2007",Senol Karagöl,33,Goalkeeper,Turkey,"
Malatyaspor ", 1.Lig ,"
Orduspor ",,550 K €,?
"Aug 3, 2007",Ilker Erbay,23,Centre-Back,Turkey,"
Galatasaray ", Süper Lig ,"
K. Erciyesspor ",,350 K €,?
"Aug 3, 2007",Matej Sucurovic,22,Centre-Back,Croatia,"
HASK Zagreb ", Croatia		,"
HNSK Moslavina ",,50 K €,?
"Aug 3, 2007",Aydin Yildirim,30,Centre-Back,Turkey,"
Eskisehirspor ", 1.Lig ,"
K. Erciyesspor ",,200 K €,?
"Aug 3, 2007",Özgür Karakaya,29,Centre-Forward,Turkey,"
Sakaryaspor ", 1.Lig ,"
Karsiyaka ",,100 K €,?
"Aug 4, 2007",James Beattie,29,Centre-Forward,England,"
Everton ", Premier League ,"
Sheffield Utd. ",,"5,70 mil. €","5,00 mil. €"
"Aug 4, 2007",Roman Wallner,25,Centre-Forward,Austria,"
Austria Vienna ", Bundesliga ,"
Falkirk FC ",,750 K €,Free transfer
"Aug 5, 2007",Jeanvion Yulu-Matondo,21,Centre-Forward,Belgium,"
Club Brugge ", Jupiler Pro League ,"
Roda JC ",,"1,80 mil. €",?
"Aug 6, 2007",Dusko Tosic,22,Centre-Back,Serbia,"
FC Sochaux ", Ligue 1 ,"
Werder Bremen ",,"3,00 mil. €","1,80 mil. €"
"Aug 6, 2007",Yasin Cakmak,22,Centre-Back,Turkey,"
C. Rizespor ", Süper Lig ,"
Fenerbahce ",,"1,25 mil. €",900 K €
"Aug 6, 2007",Casper Ankergren,27,Goalkeeper,Denmark,"
Bröndby IF ", Superligaen ,"
Leeds ",,450 K €,400 K €
"Aug 6, 2007",Maik Wagefeld,26,Defensive Midfield,Germany,"
Hansa Rostock ", Bundesliga ,"
Dynamo Dresden ",,850 K €,Free transfer
"Aug 6, 2007",Emre Toraman,28,Defensive Midfield,Turkey,"
K. Erciyesspor ", 1.Lig ,"
C. Rizespor ",,"2,00 mil. €",Free transfer
"Aug 6, 2007",Turgay Gölbasi,24,Defensive Midfield,Turkey,"
Hessen Kassel ", Regionalliga Süd ,"
C. Rizespor ",,175 K €,Free transfer
"Aug 6, 2007",Sadi Colak,25,Centre-Forward,Turkey,"
Orduspor ", 1.Lig ,"
C. Rizespor ",,250 K €,Free transfer
"Aug 6, 2007",Damián Manso,28,Left Winger,Argentina,"
AO Xanthi ", Super League 1 ,"
LDU Quito ",,"1,20 mil. €",Free transfer
"Aug 6, 2007",Can Cumhur Bozaci,32,Centre-Back,Turkey,"
Bursaspor ", Süper Lig ,"
C. Rizespor ",,"1,40 mil. €",?
"Aug 6, 2007",Burak Akdis,30,Centre-Forward,Turkey,"
Bursaspor ", Süper Lig ,"
Sakaryaspor ",,"1,50 mil. €",?
"Aug 6, 2007",Oguz Aksu,26,Goalkeeper,Turkey,"
Orduspor ", 1.Lig ,"
Mardinspor ",,150 K €,?
"Aug 6, 2007",Carlos Valdez,24,Centre-Back,Uruguay,"
Treviso ", Serie B ,"
Reggina ",,500 K €,?
"Aug 7, 2007",Leighton Baines,22,Left-Back,England,"
Wigan ", Premier League ,"
Everton ",,"7,50 mil. €","7,50 mil. €"
"Aug 7, 2007",Souleymane Diawara,28,Centre-Back,Senegal,"
Charlton ", Championship ,"
G. Bordeaux ",,"3,30 mil. €","3,90 mil. €"
"Aug 7, 2007",Chory Castro,22,Left Winger,Uruguay,"
Nacional ", Uruguay		,"
RCD Mallorca ",,"2,50 mil. €","2,50 mil. €"
"Aug 7, 2007",James Morrison,21,Central Midfield,Scotland,"
Middlesbrough ", Premier League ,"
West Brom ",,"2,75 mil. €","2,25 mil. €"
"Aug 7, 2007",Carl Hoefkens,28,Right-Back,Belgium,"
Stoke City ", Championship ,"
West Brom ",,"2,20 mil. €","1,50 mil. €"
"Aug 7, 2007",Davide Brivio,19,Left-Back,Italy,"
Atalanta ", Serie A ,"
LR Vicenza ",,100 K €,900 K €
"Aug 7, 2007",René Klingbeil,26,Centre-Back,Germany,"
Hamburger SV ", Bundesliga ,"
Viking FK ",,800 K €,Free transfer
"Aug 7, 2007",Volkan Ünlü,24,Goalkeeper,Turkey,"
C. Rizespor ", Süper Lig ,"
Sivasspor ",,350 K €,Free transfer
"Aug 7, 2007",David Prutton,25,Central Midfield,England,"
Southampton ", Championship ,"
Leeds ",,375 K €,Free transfer
"Aug 7, 2007",Murat Hacioglu,28,Second Striker,Turkey,"
Osmanlispor ", Süper Lig ,"
Konyaspor ",,"2,25 mil. €",Free transfer
"Aug 7, 2007",Curtis Weston,20,Central Midfield,England,"
Swindon Town ", League One ,"
Leeds ",,50 K €,Free transfer
"Aug 7, 2007",Rob Gier,26,Right-Back,Philippines,"
Woking FC ", England		,"
Aldershot Town ",,50 K €,Free transfer
"Aug 7, 2007",Pape Ciré Dia,26,Centre-Forward,Senegal,"
C. Rizespor ", Süper Lig ,"
Raja Casablanca ",,"1,00 mil. €",Free transfer
"Aug 7, 2007",Ervin Zukanovic,20,Centre-Back,Bosnia-Herzegovina,"
A. Lustenau ", 2. Liga ,"
Velez Mostar ",,50 K €,Free transfer
"Aug 7, 2007",Martín Mandra,29,Left Winger,Argentina,"
UD Melilla ", Spain		,"
Deportivo Azogues ",,500 K €,?
"Aug 7, 2007",Désiré M'Bonabucya,30,Centre-Forward,Rwanda,"
KFC Verbr. Geel ", Proximus League ,"
KVK Tienen ",,500 K €,?
"Aug 7, 2007",Domenico Botticella,31,Goalkeeper,Italy,"
Catanzaro ", Italy		,"
Paganese ",,200 K €,?
"Aug 8, 2007",Hameur Bouazza,22,Right Winger,Algeria,"
Watford ", Championship ,"
Fulham ",,840 K €,"4,50 mil. €"
"Aug 8, 2007",Heinz Müller,29,Goalkeeper,Germany,"
Lillestrøm SK ", Eliteserien ,"
Barnsley FC ",,600 K €,400 K €
"Aug 8, 2007",Óscar Miñambres,26,Right-Back,Spain,"
RM Castilla ", 2ª B - Grupo I ,"
Hércules CF ",,"1,00 mil. €",Free transfer
"Aug 8, 2007",Andre Boucaud,22,Central Midfield,Trinidad and Tobago,"
Kettering Town ", England		,"
Wycombe ",,50 K €,Free transfer
"Aug 8, 2007",Srdjan Stanic,18,Left-Back,Bosnia-Herzegovina,"
Slavija S. ", Premijer Liga ,"
Zeljeznicar ",,300 K €,Free transfer
"Aug 8, 2007",Ercan Nasal,23,Defensive Midfield,Turkey,"
Siirtspor ", Turkey		,"
Amed SK ",,50 K €,?
"Aug 8, 2007",Ferhat Yayla,20,Left-Back,Turkey,"
Without Club ",,"
Sivasspor ",,150 K €,-
"Aug 9, 2007",Luis Suárez,20,Centre-Forward,Uruguay,"
FC Groningen ", Eredivisie ,"
Ajax ",,"1,00 mil. €","7,50 mil. €"
"Aug 9, 2007",Zhi Zheng,26,Defensive Midfield,China,"
SD Luneng ", Super League ,"
Charlton ",,"3,00 mil. €","3,00 mil. €"
"Aug 9, 2007",Darren Carter,23,Central Midfield,England,"
West Brom ", Championship ,"
Preston NE ",,"2,25 mil. €","1,88 mil. €"
"Aug 9, 2007",Charles Itandje,24,Goalkeeper,Cameroon,"
Lens ", Ligue 1 ,"
Liverpool ",,"4,50 mil. €","1,50 mil. €"
"Aug 9, 2007",Francis Jeffers,26,Centre-Forward,England,"
Blackburn ", Premier League ,"
Sheff Wed ",,"2,60 mil. €","1,05 mil. €"
"Aug 9, 2007",Thierry Racon,23,Defensive Midfield,Guadeloupe,"
Guingamp ", Ligue 2 ,"
Charlton ",,200 K €,825 K €
"Aug 9, 2007",Marcel Ndjeng,25,Right Midfield,Cameroon,"
Arm. Bielefeld ", Bundesliga ,"
Bor. M'gladbach ",,700 K €,675 K €
"Aug 9, 2007",Andy Hughes,29,Central Midfield,England,"
Norwich ", Championship ,"
Leeds ",,675 K €,500 K €
"Aug 9, 2007",Alan Thompson,33,Left Midfield,England,"
Celtic ", Premiership ,"
Leeds ",,"3,50 mil. €",Free transfer
"Aug 9, 2007",Cihan Haspolatli,27,Defensive Midfield,Turkey,"
Galatasaray ", Süper Lig ,"
Bursaspor ",,"1,70 mil. €",Free transfer
"Aug 9, 2007",Ilyas Kahraman,31,Attacking Midfield,Turkey,"
Antalyaspor ", 1.Lig ,"
Basaksehir ",,"1,50 mil. €",Free transfer
"Aug 9, 2007",Ali Cansun Begecarslan,24,Centre-Forward,Turkey,"
Antalyaspor ", 1.Lig ,"
Gaziantepspor ",,800 K €,Free transfer
"Aug 9, 2007",Ergün Teber,21,Left-Back,Turkey,"
K. Erciyesspor ", 1.Lig ,"
C. Rizespor ",,"1,80 mil. €",Free transfer
"Aug 9, 2007",Ibrahim Halil Yigit,31,Midfielder,Turkey,"
Bucaspor ", Turkey		,"
Sanliurfa Bld ",,120 K €,Free transfer
"Aug 9, 2007",Mladen Marijanovic,20,Defender,Croatia,"
NK Vodnjan ", Croatia		,"
Mladost Fazana ",,100 K €,Free transfer
"Aug 9, 2007",Volkan Arslan,28,Central Midfield,Turkey,"
Osmanlispor ", Süper Lig ,"
Gaziantepspor ",,"1,50 mil. €",?
"Aug 9, 2007",Metin Aktas,30,Goalkeeper,Turkey,"
Diyarbakirspor ", 1.Lig ,"
C. Rizespor ",,"1,50 mil. €",?
"Aug 9, 2007",Óscar Miñambres,26,Right-Back,Spain,"
Hércules CF ", LaLiga2 ,"
Retired ",,"1,00 mil. €",-
"Aug 10, 2007",Marcus Berg,20,Centre-Forward,Sweden,"
IFK Göteborg ", Allsvenskan ,"
FC Groningen ",,"4,50 mil. €","4,00 mil. €"
"Aug 10, 2007",Fabian Lustenberger,19,Centre-Back,Switzerland,"
FC Luzern ", Super League ,"
Hertha BSC ",,600 K €,"1,50 mil. €"
"Aug 10, 2007",Hasan Kabze,25,Centre-Forward,Turkey,"
Galatasaray ", Süper Lig ,"
Rubin Kazan ",,"3,25 mil. €","1,00 mil. €"
"Aug 10, 2007",Yoann Poulard,31,Centre-Back,France,"
Stade Brest 29 ", Ligue 2 ,"
FC Nantes ",,"1,50 mil. €",200 K €
"Aug 10, 2007",Hakan Hacibektasoglu,23,Defensive Midfield,Turkey,"
Alanyaspor ", Turkey		,"
Adanaspor ",,50 K €,Free transfer
"Aug 10, 2007",Göksel Akinci,30,Right-Back,Turkey,"
Gaziantepspor ", Süper Lig ,"
Kasimpasa ",,"1,00 mil. €",Free transfer
"Aug 10, 2007",Lokman Atasever,23,Right Midfield,Turkey,"
WalloniaWalhain ", Belgium		,"
Kirsehirspor ",,150 K €,Free transfer
"Aug 10, 2007",Dominic Blizzard,21,Central Midfield,England,"
MK Dons ", League Two ,"
Stockport ",,50 K €,Free transfer
"Aug 10, 2007",Sefer Hakan Olgun,32,Goalkeeper,Turkey,"
Kocaelispor ", 1.Lig ,"
C. Dardanel ",,375 K €,Free transfer
"Aug 10, 2007",Amaral,34,Defensive Midfield,Brazil,"
Pogon Szczecin ", Poland		,"
Santa Cruz ",,275 K €,Free transfer
"Aug 10, 2007",Gökhan Günay,28,Defender,Turkey,"
Orduspor ", 1.Lig ,"
Sanliurfaspor  ",,50 K €,Free transfer
"Aug 10, 2007",Yavuz Odabasi,20,Centre-Forward,Turkey,"
Trabzonspor U21 ", Turkey		,"
1461 Trabzon ",,125 K €,Free transfer
"Aug 10, 2007",Caner Celep,23,Left-Back,Turkey,"
Boluspor ", 1.Lig ,"
Denizlispor ",,50 K €,?
"Aug 10, 2007",Volkan Öztürk,28,Left-Back,Turkey,"
A.Sebatspor ", Turkey		,"
Bucaspor ",,50 K €,?
"Aug 10, 2007",Nikola Jevtic,23,Attacking Midfield,Serbia,"
Vardar ", North Macedonia		,"
Kolubara ",,300 K €,?
"Aug 10, 2007",Oguzhan Dogar,29,Goalkeeper,Turkey,"
Mersin IY ", Turkey		,"
Adanaspor ",,50 K €,?
"Aug 10, 2007",Önder Deniz Kolgu,33,Central Midfield,Turkey,"
Istanbulspor ", 1.Lig ,"
C. Dardanel ",,280 K €,?
"Aug 10, 2007",Alias Lembakoali,36,Forward,Central African Republic,"
Mannersdorf ", Austria		,"
Iskra Petrzalka ",,50 K €,?
"Aug 10, 2007",Ali Kandil,24,Left Winger,Turkey,"
Without Club ",,"
Kasimpasa ",,500 K €,-
"Aug 10, 2007",Kamil Aslan,26,Right Midfield,Turkey,"
Mersin IY ", Turkey		,"
Sanliurfaspor  ",,200 K €,
"Aug 11, 2007",Ádám Szalai,19,Centre-Forward,Hungary,"
Stuttgart II ", Regionalliga Süd ,"
RM Castilla ",,100 K €,500 K €
"Aug 12, 2007",Wesley Sneijder,23,Attacking Midfield,Netherlands,"
Ajax ", Eredivisie ,"
Real Madrid ",,"16,00 mil. €","27,00 mil. €"
"Aug 13, 2007",Royston Drenthe,20,Left Midfield,Netherlands,"
Feyenoord ", Eredivisie ,"
Real Madrid ",,"13,00 mil. €","14,00 mil. €"
"Aug 13, 2007",Beyhan Sümer,26,Centre-Back,Turkey,"
Karagümrük ", Turkey		,"
Bucaspor ",,850 K €,Free transfer
"Aug 13, 2007",Yunus Altun,29,Centre-Forward,Turkey,"
Kocaelispor ", 1.Lig ,"
Turan Spor ",,850 K €,Free transfer
"Aug 13, 2007",Raffaele Ametrano,34,Right-Back,Italy,"
Avellino ", Serie B ,"
Virtus Lanciano ",,100 K €,Free transfer
"Aug 13, 2007",Ertugrul Arslan,27,Defensive Midfield,Turkey,"
Sivasspor ", Süper Lig ,"
Antalyaspor ",,300 K €,Free transfer
"Aug 13, 2007",Alpago Cumhur Akbay,33,Defender,Turkey,"
Orduspor ", 1.Lig ,"
Adana Demirspor ",,350 K €,Free transfer
"Aug 13, 2007",Umut Kaya,20,Attacking Midfield,Turkey,"
Karlsruhe II ", Regionalliga Süd ,"
Alanyaspor ",,50 K €,Free transfer
"Aug 13, 2007",Yilmaz Özlem,35,Defensive Midfield,Turkey,"
Diyarbakirspor ", 1.Lig ,"
Adanaspor ",,850 K €,?
"Aug 13, 2007",Serkan Özen,31,Attacking Midfield,Turkey,"
Usakspor ", Turkey		,"
Adana Demirspor ",,200 K €,?
"Aug 13, 2007",Serdal Boyraz,31,Defensive Midfield,Turkey,"
Turan Spor ", Turkey		,"
Izmirspor ",,"1,75 mil. €",?
"Aug 13, 2007",Serhat Gülpinar,28,Defensive Midfield,Turkey,"
Kayserispor ", Süper Lig ,"
Denizlispor ",,"1,00 mil. €",?
"Aug 13, 2007",Halit Köprülü,29,Right Midfield,Turkey,"
Alanyaspor ", Turkey		,"
Adanaspor ",,50 K €,?
