Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Jan 19, 2007",Takayuki Suzuki,30,Centre-Forward,Japan,"
Red Star ", Super liga Srbije ,"
Yokohama F. M. ",,"2,00 mil. €",?
"Jan 19, 2007",Umut Salginoglu,19,Left Midfield,Turkey,"
Balikesirspor ", Turkey		,"
Merinosspor ",,50 K €,?
"Jan 19, 2007",Seyhun Türe,20,Goalkeeper,Turkey,"
Samsunspor U21 ", Turkey		,"
Ilkadim Yab-Pa ",,150 K €,?
"Jan 19, 2007",Mustafa Akucan,29,Centre-Forward,Turkey,"
Kirsehirspor ", Turkey		,"
Kastamonuspor ",,60 K €,?
"Jan 19, 2007",Süleyman Altuntas,19,Left-Back,Turkey,"
Trabzonspor U21 ", Turkey		,"
1461 Trabzon ",,150 K €,?
"Jan 19, 2007",Bob Taylor,39,Centre-Forward,England,"
Kidderminster ", England		,"
Retired ",,50 K €,-
"Jan 20, 2007",Fernando Cavenaghi,23,Centre-Forward,Argentina,"
Spartak Moscow ", Premier Liga ,"
G. Bordeaux ",,"6,50 mil. €","9,00 mil. €"
"Jan 20, 2007",Neil Barrett,25,Right Midfield,England,"
Livingston FC ", Championship ,"
Woking FC ",,375 K €,Free transfer
"Jan 21, 2007",Ludovic Obraniak,22,Attacking Midfield,Poland,"
FC Metz ", Ligue 2 ,"
LOSC Lille ",,"1,20 mil. €","1,20 mil. €"
"Jan 21, 2007",Baris Özkan,28,Midfielder,Turkey,"
Istanbulspor ", 1.Lig ,"
Türk Telekom ",,200 K €,Free transfer
"Jan 21, 2007",Yassin Mikari,24,Left-Back,Tunisia,"
FC Winterthur ", Challenge League ,"
Grasshoppers ",,125 K €,?
"Jan 22, 2007",Lucas Neill,28,Centre-Back,Australia,"
Blackburn ", Premier League ,"
West Ham ",,"3,00 mil. €","2,30 mil. €"
"Jan 22, 2007",Stephen Warnock,25,Left-Back,England,"
Liverpool ", Premier League ,"
Blackburn ",,"1,80 mil. €","2,25 mil. €"
"Jan 22, 2007",Marco Di Vaio,30,Centre-Forward,Italy,"
Monaco ", Ligue 1 ,"
Genoa ",,"4,50 mil. €","2,00 mil. €"
"Jan 22, 2007",Pawel Abbott,24,Centre-Forward,Poland,"
Huddersfield ", League One ,"
Swansea ",,850 K €,230 K €
"Jan 22, 2007",Paulo César,28,Right Midfield,Brazil,"
Paris SG ", Ligue 1 ,"
Toulouse ",,"1,50 mil. €",Free transfer
"Jan 22, 2007",Yusuf Tokac,33,Central Midfield,Turkey,"
Usakspor ", 1.Lig ,"
Mersin IY ",,300 K €,Free transfer
"Jan 22, 2007",Pétur Haflidi Marteinsson,33,Right-Back,Iceland,"
Hammarby ", Allsvenskan ,"
KR Reykjavík ",,350 K €,Free transfer
"Jan 22, 2007",Jaroslav Drobny,27,Goalkeeper,Czech Republic,"
Without Club ",,"
VfL Bochum ",,800 K €,Free transfer
"Jan 22, 2007",Kürsat Duymus,27,Centre-Back,Turkey,"
Osmanlispor ", Süper Lig ,"
K. Erciyesspor ",,900 K €,Free transfer
"Jan 22, 2007",Leonel Ríos,24,Right Midfield,Argentina,"
Genoa ", Serie B ,"
CA Rosario ",,250 K €,Free transfer
"Jan 22, 2007",Ufuk Es,19,Central Midfield,Turkey,"
MSV Duisburg II ", Oberliga Nordrhein ,"
Hacettepe ",,100 K €,Free transfer
"Jan 22, 2007",Milan Baros,25,Centre-Forward,Czech Republic,"
Aston Villa ", Premier League ,"
Olympique Lyon ",,"9,00 mil. €",?
"Jan 22, 2007",John Carew,27,Centre-Forward,Norway,"
Olympique Lyon ", Ligue 1 ,"
Aston Villa ",,"6,00 mil. €",?
"Jan 22, 2007",Ender Alkan,30,Attacking Midfield,Turkey,"
Maltepespor ", Turkey		,"
Kasimpasa ",,"1,50 mil. €",?
"Jan 22, 2007",Muharrem Kasa,29,Goalkeeper,Turkey,"
Usakspor ", 1.Lig ,"
Arsinspor ",,50 K €,?
"Jan 22, 2007",Yunus Altun,29,Centre-Forward,Turkey,"
Mardinspor ", 1.Lig ,"
Kocaelispor ",,850 K €,?
"Jan 22, 2007",Volkan Öztürk,27,Left-Back,Turkey,"
Maltepespor ", Turkey		,"
A.Sebatspor ",,50 K €,?
"Jan 22, 2007",Sefer Hakan Olgun,31,Goalkeeper,Turkey,"
Eskisehirspor ", 1.Lig ,"
Kocaelispor ",,375 K €,?
"Jan 22, 2007",Taner Gülleri,30,Centre-Forward,Turkey,"
Antalyaspor ", Süper Lig ,"
Kocaelispor ",,50 K €,?
"Jan 22, 2007",Timucin Bayazit,34,Left Midfield,Turkey,"
Without Club ",,"
K. Erciyesspor ",,"1,80 mil. €",-
"Jan 22, 2007",Emre Hamzaoglu,22,Attacking Midfield,Turkey,"
Without Club ",,"
Arsinspor ",,150 K €,-
"Jan 23, 2007",Ashley Young,21,Left Midfield,England,"
Watford ", Premier League ,"
Aston Villa ",,"6,50 mil. €","13,20 mil. €"
"Jan 23, 2007",Ricardo Rocha,28,Centre-Back,Portugal,"
Benfica ", Liga NOS ,"
Spurs ",,"3,60 mil. €","5,00 mil. €"
"Jan 23, 2007",Boris Pandza,20,Centre-Back,Bosnia-Herzegovina,"
Siroki Brijeg ", Premijer Liga ,"
Hajduk Split ",,500 K €,200 K €
"Jan 23, 2007",Luís Vouzela,32,Central Midfield,Portugal,"
Olympiakos N. ", First Division ,"
Niki Volou ",,300 K €,Free transfer
"Jan 23, 2007",Ziya Istek,20,Defender,Turkey,"
Batman Petrol ", Turkey		,"
Kastamonuspor ",,85 K €,Free transfer
"Jan 23, 2007",Hasim Karakas,24,Defender,Austria,"
FC Lustenau ", 2. Liga ,"
FC Dornbirn ",,50 K €,Free transfer
"Jan 23, 2007",Murat Özatak,30,Midfielder,Turkey,"
Tokatspor  ", Turkey		,"
Sanliurfaspor  ",,800 K €,?
"Jan 23, 2007",Hüseyin Ates,21,Attacking Midfield,Turkey,"
Denizlispor ", Süper Lig ,"
Turgutluspor  ",,150 K €,?
"Jan 23, 2007",Bayram Toysal,30,Central Midfield,Turkey,"
Without Club ",,"
Kocaelispor ",,850 K €,-
"Jan 24, 2007",Massimo Oddo,30,Right-Back,Italy,"
Lazio ", Serie A ,"
AC Milan ",,"10,00 mil. €","7,75 mil. €"
"Jan 24, 2007",Jérémy Clément,22,Defensive Midfield,France,"
Rangers ", Premiership ,"
Paris SG ",,"3,50 mil. €","2,00 mil. €"
"Jan 24, 2007",Ersan Tekkan,22,Attacking Midfield,Germany,"
VfL Bochum ", Bundesliga ,"
Antalyaspor ",,150 K €,100 K €
"Jan 24, 2007",Volkan Ünlü,23,Goalkeeper,Turkey,"
Besiktas ", Süper Lig ,"
C. Rizespor ",,400 K €,Free transfer
"Jan 24, 2007",Simon Davies,27,Right Midfield,Wales,"
Everton ", Premier League ,"
Fulham ",,"3,70 mil. €",Free transfer
"Jan 24, 2007",Engin Kalender,22,Centre-Forward,Turkey,"
Wehen Wiesbaden ", Regionalliga Süd ,"
Istanbulspor ",,50 K €,Free transfer
"Jan 24, 2007",Mehmet Polat,28,Centre-Back,Turkey,"
Without Club ",,"
Gaziantepspor ",,750 K €,?
"Jan 24, 2007",Recep Asil,31,Right-Back,Turkey,"
Malatyaspor ", 1.Lig ,"
Altay SK ",,650 K €,?
"Jan 24, 2007",Cem Hallaceli,28,Attacking Midfield,Turkey,"
Mersin IY ", Turkey		,"
Adanaspor ",,50 K €,?
"Jan 24, 2007",Riadh Bouazizi,33,Defensive Midfield,Tunisia,"
K. Erciyesspor ", Süper Lig ,"
CA Bizertin ",,"1,50 mil. €",?
"Jan 24, 2007",Polat Keser,21,Goalkeeper,Turkey,"
VfL Bochum II ", Oberliga Westfalen ,"
Antalyaspor ",,50 K €,?
"Jan 24, 2007",Ömer Ates,25,Left-Back,Turkey,"
K. Erciyesspor ", Süper Lig ,"
Samsunspor ",,250 K €,?
"Jan 24, 2007",Önder Deniz Kolgu,32,Central Midfield,Turkey,"
Kocaelispor ", 1.Lig ,"
Istanbulspor ",,280 K €,?
"Jan 24, 2007",Ercan Güneri,25,Centre-Forward,Turkey,"
Darica GB ", Turkey		,"
Sanliurfa Bld ",,250 K €,?
"Jan 24, 2007",Can Polat,26,Central Midfield,Turkey,"
Mardinspor ", 1.Lig ,"
Elazigspor  ",,350 K €,?
"Jan 25, 2007",Dario Jertec,21,Defensive Midfield,Croatia,"
NK Varazdin ", 1.HNL ,"
Dinamo Zagreb ",,600 K €,650 K €
"Jan 25, 2007",Christopher Samba,22,Centre-Back,Congo,"
Hertha BSC ", Bundesliga ,"
Blackburn ",,500 K €,500 K €
"Jan 25, 2007",Hilmi Mihci,30,Left Winger,Netherlands,"
EN Paralimniou ", First Division ,"
Sivasspor ",,150 K €,Free transfer
"Jan 25, 2007",Hasan Vural,33,Centre-Back,Turkey,"
Berliner AK ", NOFV-Oberliga Nord ,"
Osmanlispor ",,175 K €,Free transfer
"Jan 25, 2007",Ugo Ehiogu,34,Centre-Back,England,"
Middlesbrough ", Premier League ,"
Rangers ",,"3,00 mil. €",Free transfer
"Jan 25, 2007",Vincent Candela,33,Left-Back,France,"
Siena ", Serie A ,"
ACR Messina ",,"1,50 mil. €",Free transfer
"Jan 25, 2007",Alexis Thébaux,21,Goalkeeper,France,"
FC Nantes ", Ligue 1 ,"
Dijon ",,150 K €,Free transfer
"Jan 25, 2007",Aytek Asikoglu,24,Centre-Back,Turkey,"
Gaziantepspor ", Süper Lig ,"
Elazigspor  ",,150 K €,Free transfer
"Jan 25, 2007",Reynir Leósson,27,Defender,Iceland,"
Trelleborg ", Allsvenskan ,"
Fram Reykjavík ",,115 K €,Free transfer
"Jan 25, 2007",Fazli Ulusoy,31,Centre-Forward,Turkey,"
Mersin IY ", Turkey		,"
Elazigspor  ",,"1,85 mil. €",?
"Jan 25, 2007",Cem Yanik,29,Centre-Forward,Turkey,"
Osmanlispor ", Süper Lig ,"
Sakaryaspor ",,"1,00 mil. €",?
"Jan 25, 2007",Ümit Atalay,22,Left Midfield,Turkey,"
Karagümrük ", Turkey		,"
Muglaspor ",,250 K €,?
"Jan 25, 2007",Petar Suto,26,Right Midfield,Croatia,"
HSK Posusje ", Premijer Liga ,"
NK Imotski ",,300 K €,?
"Jan 25, 2007",Thomas Laganda,20,Centre-Back,Austria,"
Schwanenstadt ", 2. Liga ,"
Vöcklabruck ",,75 K €,?
"Jan 25, 2007",Murat Aktas,32,Centre-Forward,Turkey,"
Orduspor ", 1.Lig ,"
Sanliurfaspor  ",,80 K €,?
"Jan 25, 2007",Habip Tok,21,Left Winger,Turkey,"
C. Dardanel ", Turkey		,"
Adanaspor ",,250 K €,?
"Jan 26, 2007",Markus Rosenberg,24,Centre-Forward,Sweden,"
Ajax ", Eredivisie ,"
Werder Bremen ",,"4,50 mil. €","3,00 mil. €"
"Jan 26, 2007",Steve Kabba,25,Centre-Forward,England,"
Sheffield Utd. ", Premier League ,"
Watford ",,100 K €,750 K €
"Jan 26, 2007",Jonathan Walters,23,Right Winger,Ireland,"
Chester City ", League Two ,"
Ipswich ",,100 K €,325 K €
"Jan 26, 2007",Hannes Eder,23,Centre-Back,Austria,"
FC Wacker ", Bundesliga ,"
Rapid Vienna ",,900 K €,50 K €
"Jan 26, 2007",Hakan Bayraktar,30,Defensive Midfield,Turkey,"
Sivasspor ", Süper Lig ,"
Malatyaspor ",,"1,50 mil. €",Free transfer
"Jan 26, 2007",Marc Goodfellow,25,Right Midfield,England,"
Bury ", League Two ,"
Burton Albion ",,50 K €,Free transfer
"Jan 26, 2007",Pascal Mayor,21,Midfielder,Austria,"
Hall ", Regionalliga West ,"
Reutte ",,50 K €,Free transfer
"Jan 26, 2007",Rob Gier,26,Right-Back,Philippines,"
Cambridge Utd. ", England		,"
Woking FC ",,50 K €,Free transfer
"Jan 26, 2007",Metin Depe,26,Centre-Back,Turkey,"
Altay SK ", 1.Lig ,"
Basaksehir ",,500 K €,Free transfer
"Jan 26, 2007",Serkan Özen,30,Attacking Midfield,Turkey,"
Antalyaspor ", Süper Lig ,"
Usakspor ",,200 K €,?
"Jan 26, 2007",Harald Schroll,34,Defender,Austria,"
WSG Tirol ", Regionalliga West ,"
Schwaz ",,275 K €,?
"Jan 26, 2007",Gürkan Izmirlioglu,20,Centre-Forward,Turkey,"
FC Gossau ", 1.Liga gr. 3 ,"
Maltepespor ",,75 K €,?
"Jan 26, 2007",Burhan Coskun,25,Centre-Forward,Turkey,"
K. Erciyesspor ", Süper Lig ,"
Samsunspor ",,150 K €,?
"Jan 26, 2007",Sezar Güner,34,Attacking Midfield,Turkey,"
Burdur Genclik ", Turkey		,"
Mezitlispor ",,75 K €,?
"Jan 26, 2007",Vladimir Petrovic,34,Centre-Forward,Croatia,"
SV Kapfenberg ", 2. Liga ,"
Croatia Sesvete ",,50 K €,?
"Jan 26, 2007",Volkan Sahinel,26,Centre-Forward,Turkey,"
Without Club ",,"
Usakspor ",,200 K €,-
"Jan 26, 2007",Niyazi Güney,32,Right-Back,Turkey,"
Mardinspor ", 1.Lig ,"
Usakspor ",,"1,50 mil. €",
"Jan 27, 2007",Lucas Mareque,24,Left-Back,Argentina,"
River Plate ", Torneo Final ,"
FC Porto ",,500 K €,"1,00 mil. €"
"Jan 27, 2007",Jérémy Henin,29,Centre-Back,France,"
CS Sedan ", Ligue 1 ,"
AC Le Havre ",,"1,00 mil. €",Free transfer
"Jan 28, 2007",Madjid Bougherra,24,Centre-Back,Algeria,"
Sheff Wed ", Championship ,"
Charlton ",,100 K €,"3,79 mil. €"
"Jan 29, 2007",Radoslaw Matusiak,25,Centre-Forward,Poland,"
GKS Belchatow ", Ekstraklasa ,"
Palermo ",,"2,50 mil. €","1,90 mil. €"
"Jan 29, 2007",Mirnel Sadovic,22,Centre-Forward,Austria,"
FC Admira II ", Regional League East ,"
SKN St. Pölten ",,100 K €,Free transfer
"Jan 29, 2007",Cédric Roussel,29,Centre-Forward,Belgium,"
Zulte Waregem ", Jupiler Pro League ,"
Brescia ",,800 K €,Free transfer
"Jan 29, 2007",Serdal Boyraz,31,Defensive Midfield,Turkey,"
Malatyaspor ", 1.Lig ,"
Turan Spor ",,"1,00 mil. €",?
"Jan 29, 2007",Olcay Dogu,30,Midfielder,Turkey,"
Karagümrük ", Turkey		,"
Gebzespor ",,50 K €,?
"Jan 29, 2007",Kerem Inan,26,Goalkeeper,Turkey,"
Samsunspor ", 1.Lig ,"
Turan Spor ",,"1,00 mil. €",?
"Jan 29, 2007",Walter Baseggio,28,Central Midfield,Belgium,"
Treviso ", Serie B ,"
RSC Anderlecht ",,"1,50 mil. €",?
"Jan 29, 2007",Giovanny Espinoza,29,Centre-Back,Ecuador,"
LDU Quito ", Ecuador		,"
Vitesse ",,750 K €,?
"Jan 29, 2007",Oktay Kuday,27,Centre-Forward,Turkey,"
Elazigspor  ", 1.Lig ,"
Tokatspor  ",,75 K €,?
"Jan 29, 2007",Sami Khedira,19,Central Midfield,Germany,"
Stuttgart II ", Regionalliga Süd ,"
VfB Stuttgart ",,700 K €,-
"Jan 30, 2007",Ronaldo,30,Centre-Forward,Brazil,"
Real Madrid ", LaLiga ,"
AC Milan ",,"27,50 mil. €","7,50 mil. €"
"Jan 30, 2007",Zdravko Kuzmanović,19,Central Midfield,Serbia,"
FC Basel ", Super League ,"
Fiorentina ",,800 K €,"3,00 mil. €"
"Jan 30, 2007",Ivica Olic,27,Centre-Forward,Croatia,"
CSKA Moscow ", Premier Liga ,"
Hamburger SV ",,"5,25 mil. €","2,00 mil. €"
"Jan 30, 2007",Damien Grégorini,27,Goalkeeper,France,"
OGC Nice ", Ligue 1 ,"
AS Nancy ",,"1,00 mil. €",800 K €
"Jan 30, 2007",Marco Reich,29,Left Midfield,Germany,"
Crystal Palace ", Championship ,"
K. Offenbach ",,800 K €,775 K €
"Jan 30, 2007",Ahmed Belal,26,Centre-Forward,Egypt,"
Konyaspor ", Süper Lig ,"
El Ahly ",,"1,00 mil. €",250 K €
"Jan 30, 2007",Luke Guttridge,24,Attacking Midfield,England,"
Southend United ", Championship ,"
Leyton Orient ",,275 K €,50 K €
"Jan 30, 2007",Ifeanyi Udeze,26,Left-Back,Nigeria,"
AEK Athens ", Super League 1 ,"
Bendel Ins. ",,"2,00 mil. €",Free transfer
"Jan 30, 2007",Muhammet Akagündüz,29,Centre-Forward,Austria,"
Kayserispor ", Süper Lig ,"
Hellas Verona ",,"1,50 mil. €",Free transfer
"Jan 30, 2007",Andrea Zanchetta,31,Central Midfield,Italy,"
Chievo Verona ", Serie A ,"
Lecce ",,"1,20 mil. €",Free transfer
"Jan 30, 2007",Lamine Sakho,29,Left Winger,Senegal,"
Saint-Étienne ", Ligue 1 ,"
Montpellier ",,500 K €,Free transfer
"Jan 30, 2007",Michael Wojtanowicz,21,Centre-Forward,Austria,"
FC Lustenau ", 2. Liga ,"
SKN St. Pölten ",,50 K €,Free transfer
"Jan 30, 2007",Armin Hobel,30,Centre-Forward,Austria,"
A. Lustenau ", 2. Liga ,"
SK St. Andrä ",,275 K €,Free transfer
"Jan 30, 2007",Tibor Szabó,29,Attacking Midfield,Hungary,"
FC Sopron ", NB I. ,"
Honvéd ",,500 K €,Free transfer
"Jan 30, 2007",François Marque,23,Centre-Back,France,"
FC Baulmes ", Challenge League ,"
FC Basel ",,80 K €,Free transfer
"Jan 30, 2007",Damián Lanza,24,Goalkeeper,Ecuador,"
SD Aucas ", Ecuador		,"
Arezzo ",,500 K €,Free transfer
"Jan 30, 2007",Aykut Akgün,19,Defensive Midfield,Turkey,"
Trabzonspor ", Süper Lig ,"
Zeytinburnuspor ",,325 K €,Free transfer
"Jan 30, 2007",Cafer Aydin,35,Centre-Forward,Turkey,"
Eskisehirspor ", 1.Lig ,"
Erzincanspor ",,300 K €,?
"Jan 30, 2007",Ziya Sahin,30,Right-Back,Turkey,"
Yesil Bursa ", Turkey		,"
Karabükspor ",,150 K €,?
"Jan 30, 2007",Serkan Sütlü,21,Centre-Forward,Turkey,"
Erzincanspor ", Turkey		,"
Ofspor ",,50 K €,?
"Jan 30, 2007",Mirko Cudini,33,Centre-Back,Italy,"
Ascoli ", Serie A ,"
LR Vicenza ",,200 K €,?
"Jan 30, 2007",Andrea Sussi,33,Left-Back,Italy,"
Perugia ", Serie C - B ,"
Arezzo ",,300 K €,?
"Jan 30, 2007",Antonio Morello,30,Right Winger,Italy,"
Giulianova ", Serie C - B ,"
Ternana ",,300 K €,?
"Jan 30, 2007",Stefano Lombardi,30,Centre-Back,Italy,"
Arezzo ", Serie B ,"
Ascoli ",,50 K €,?
"Jan 30, 2007",Predrag Zivanovic,25,Goalkeeper,Austria,"
Rankweil ", Regionalliga West ,"
Lauterach ",,50 K €,?
"Jan 31, 2007",Olivier Thomert,26,Left Midfield,Martinique,"
Lens ", Ligue 1 ,"
Stade Rennais ",,"6,50 mil. €","4,50 mil. €"
"Jan 31, 2007",Péguy Luyindula,27,Centre-Forward,France,"
Marseille ", Ligue 1 ,"
Paris SG ",,"5,00 mil. €","4,00 mil. €"
"Jan 31, 2007",Álvaro Arbeloa,24,Right-Back,Spain,"
Dep. La Coruña ", LaLiga ,"
Liverpool ",,"1,30 mil. €","3,90 mil. €"
"Jan 31, 2007",Paul Hartley,30,Central Midfield,Scotland,"
Heart of Midl. ", Premiership ,"
Celtic ",,"1,75 mil. €","1,66 mil. €"
"Jan 31, 2007",Michael Duberry,31,Centre-Back,England,"
Stoke City ", Championship ,"
Reading ",,"2,25 mil. €","1,50 mil. €"
"Jan 31, 2007",Olivier Monterrubio,30,Left Midfield,France,"
Stade Rennais ", Ligue 1 ,"
Lens ",,"6,50 mil. €","1,50 mil. €"
"Jan 31, 2007",Shaun Maloney,24,Attacking Midfield,Scotland,"
Celtic ", Premiership ,"
Aston Villa ",,"3,00 mil. €","1,50 mil. €"
"Jan 31, 2007",Sebastian Larsson,21,Central Midfield,Sweden,"
Arsenal ", Premier League ,"
Birmingham ",,400 K €,"1,50 mil. €"
"Jan 31, 2007",Gareth Williams,25,Central Midfield,Scotland,"
Leicester ", Championship ,"
Watford ",,"1,00 mil. €","1,25 mil. €"
"Jan 31, 2007",Anthony Obodai,24,Defensive Midfield,Ghana,"
Sparta R. ", Eredivisie ,"
RKC Waalwijk ",,"1,00 mil. €",750 K €
"Jan 31, 2007",Seyfo Soley,26,Defensive Midfield,The Gambia,"
KRC Genk ", Jupiler Pro League ,"
Preston NE ",,700 K €,375 K €
"Jan 31, 2007",Steven Caldwell,26,Centre-Back,Scotland,"
Sunderland ", Championship ,"
Burnley ",,"1,75 mil. €",300 K €
"Jan 31, 2007",Simon Lappin,24,Central Midfield,Scotland,"
St. Mirren ", Premiership ,"
Norwich ",,450 K €,250 K €
"Jan 31, 2007",Mehmet Akgün,20,Central Midfield,Turkey,"
B. Dortmund II ", Regionalliga Nord ,"
Willem II ",,75 K €,150 K €
"Jan 31, 2007",Markus Karl,20,Defensive Midfield,Germany,"
Hamburger SV ", Bundesliga ,"
Greuther Fürth ",,250 K €,100 K €
"Jan 31, 2007",Gifton Noel-Williams,27,Centre-Forward,England,"
Burnley ", Championship ,"
Real Murcia ",,425 K €,75 K €
"Jan 31, 2007",Philipp Weissenberger,23,Midfielder,Austria,"
Schwanenstadt ", 2. Liga ,"
SAK Klagenfurt ",,150 K €,Free transfer
"Jan 31, 2007",Tobias Kurbjuweit,24,Right Midfield,Germany,"
Union Berlin II ", Germany		,"
TeBe Berlin ",,100 K €,Free transfer
"Jan 31, 2007",Alexander Schriebl,28,Attacking Midfield,Austria,"
A. Lustenau ", 2. Liga ,"
Schwanenstadt ",,225 K €,Free transfer
"Jan 31, 2007",Volkan Kahraman,27,Attacking Midfield,Austria,"
ASK Schwadorf ", Regional League East ,"
Eisenstadt ",,200 K €,Free transfer
"Jan 31, 2007",Alexander Hörtnagl,26,Central Midfield,Austria,"
FC Wacker ", Bundesliga ,"
WSG Tirol ",,250 K €,Free transfer
"Jan 31, 2007",Milenko Acimovic,29,Left Midfield,Slovenia,"
Ittihad ", Saudi Arabia		,"
Austria Vienna ",,"3,00 mil. €",Free transfer
"Jan 31, 2007",Daryl McMahon,24,Attacking Midfield,Ireland,"
Leyton Orient ", League One ,"
Stevenage ",,50 K €,Free transfer
"Jan 31, 2007",David Thompson,29,Right Midfield,England,"
Portsmouth ", Premier League ,"
Bolton ",,"2,75 mil. €",Free transfer
"Jan 31, 2007",Patrick Jovanovic,33,Sweeper,Austria,"
SV Horn ", LL Niederösterreich ,"
Vösendorf ",,200 K €,Free transfer
"Feb 1, 2007",Mauro Rosales,25,Right Midfield,Argentina,"
Ajax ", Eredivisie ,"
River Plate ",,"3,50 mil. €","1,80 mil. €"
"Feb 1, 2007",Andy Keogh,20,Centre-Forward,Ireland,"
Scunthorpe Utd. ", League One ,"
Wolves ",,50 K €,900 K €
"Feb 1, 2007",Thiago Ribeiro,20,Left Winger,Brazil,"
São Paulo ", Série A ,"
Al Rayyan ",,500 K €,650 K €
"Feb 1, 2007",Amir Azmi Megahed,23,Centre-Back,Egypt,"
PAOK Salonika ", Super League 1 ,"
Shabab ",,"1,50 mil. €",600 K €
"Feb 1, 2007",Carlo Nash,33,Goalkeeper,England,"
Preston NE ", Championship ,"
Wigan ",,500 K €,450 K €
"Feb 1, 2007",Tomas Backman,26,Left Midfield,Sweden,"
Djurgarden ", Allsvenskan ,"
Jönköping ",,115 K €,400 K €
"Feb 1, 2007",Dany N'Guessan,19,Centre-Forward,France,"
Rangers ", Premiership ,"
Lincoln City ",,50 K €,375 K €
"Feb 1, 2007",Toni Kallio,28,Centre-Back,Finland,"
Molde FK ", OBOS-ligaen ,"
BSC Young Boys ",,500 K €,310 K €
"Feb 1, 2007",Ciprian Petre,26,Left Winger,Romania,"
Jiul Petrosani ", Liga 1 ,"
Unirea Urziceni ",,100 K €,300 K €
"Feb 1, 2007",Nathan Doyle,20,Defensive Midfield,England,"
Derby ", Championship ,"
Hull City ",,100 K €,225 K €
"Feb 1, 2007",Martin Vozabal,28,Central Midfield,Czech Republic,"
Slovácko ", Fortuna Liga ,"
FK Most ",,400 K €,100 K €
"Feb 1, 2007",Sampo Koskinen,27,Left-Back,Finland,"
FC Honka ", Veikkausliiga ,"
Sandefjord ",,500 K €,80 K €
"Feb 1, 2007",Rui Miguel,23,Attacking Midfield,Portugal,"
SL Nelas ", Portugal		,"
Zaglebie Lubin ",,250 K €,25 K €
"Feb 1, 2007",Conor Casey,25,Centre-Forward,United States,"
1.FSV Mainz 05 ", Bundesliga ,"
Toronto FC ",,700 K €,Free transfer
"Feb 1, 2007",Julian Reinard,23,Goalkeeper,Germany,"
FC Wil 1900 ", Challenge League ,"
BSV Schwenningen ",,100 K €,Free transfer
"Feb 1, 2007",Mathias Koch,24,Right-Back,Germany,"
TSV 1927 Haldorf ", Germany		,"
Osnabrück II ",,150 K €,Free transfer
"Feb 1, 2007",Grégory Duruz,29,Left-Back,Switzerland,"
NZ Knights FC ", A-League ,"
FC Chiasso ",,300 K €,Free transfer
"Feb 1, 2007",Curtis Woodhouse,26,Attacking Midfield,England,"
Grimsby Town ", League Two ,"
Rush. & Diamon. ",,900 K €,Free transfer
"Feb 1, 2007",Kangana N'Diwa,22,Defender,DR Congo,"
Worthing FC ", England		,"
Montrose ",,250 K €,Free transfer
"Feb 1, 2007",Dean Kiely,36,Goalkeeper,Ireland,"
Portsmouth ", Premier League ,"
West Brom ",,"1,20 mil. €",Free transfer
"Feb 1, 2007",Khalilou Fadiga,32,Left Winger,Senegal,"
Al Wakrah ", Qatar		,"
Coventry ",,"1,85 mil. €",Free transfer
"Feb 1, 2007",Ibrahima Bakayoko,30,Centre-Forward,Cote d'Ivoire,"
AS Livorno ", Serie A ,"
ACR Messina ",,"2,50 mil. €",Free transfer
"Feb 1, 2007",Jon Macken,29,Centre-Forward,Ireland,"
Crystal Palace ", Championship ,"
Derby ",,"2,25 mil. €",Free transfer
"Feb 1, 2007",Fabrice Fernandes,27,Left Winger,France,"
B. Jerusalem ", Ligat ha'Al ,"
Dinamo Bukarest ",,"1,80 mil. €",Free transfer
"Feb 1, 2007",Kalle Sone,24,Right Winger,Cameroon,"
Unirea Urziceni ", Liga 1 ,"
FCM Campina ",,600 K €,Free transfer
"Feb 2, 2007",Iván Kaviedes,29,Centre-Forward,Ecuador,"
Barcelona SC ", Ecuador		,"
CD El Nacional ",,900 K €,Free transfer
"Feb 2, 2007",Geovanny Caicedo,25,Centre-Back,Ecuador,"
Barcelona SC ", Ecuador		,"
CS Emelec ",,"1,00 mil. €",Free transfer
"Feb 2, 2007",Marlon Ayoví,35,Defensive Midfield,Ecuador,"
Uni. Católica ", Ecuador		,"
Barcelona SC ",,500 K €,Free transfer
"Feb 2, 2007",Christian Lara,26,Attacking Midfield,Ecuador,"
Al Wakrah ", Qatar		,"
LDU Quito ",,300 K €,?
"Feb 2, 2007",José Luis Cortez,27,Centre-Back,Ecuador,"
CD Espoli ", Ecuador		,"
Barcelona SC ",,350 K €,?
"Feb 5, 2007",Lucian Sanmartean,26,Central Midfield,Romania,"
Panathinaikos ", Super League 1 ,"
FC Utrecht ",,650 K €,Free transfer
"Feb 5, 2007",Roberto Brown,29,Centre-Forward,Panama,"
Tacuarembó ", Uruguay		,"
Colorado ",,400 K €,?
"Feb 5, 2007",Arjan van der Laan,37,Attacking Midfield,Netherlands,"
SC Feyenoord ", Netherlands		,"
Retired ",,200 K €,-
"Feb 6, 2007",Ahmed Al-Bahri,26,Right-Back,Saudi Arabia,"
Al-Ettifaq ", Saudi Arabia		,"
Al-Nassr ",,450 K €,?
"Feb 7, 2007",Sergio Sagarzazu,19,Left-Back,Argentina,"
River Plate U20 ", Argentina		,"
Wilhelmshaven ",,50 K €,Free transfer
